Session_ID,Customer_ID,Visit_Date,Device_Type,Traffic_Source,Pages_Viewed,Session_Duration,Added_To_Cart,Purchased,Purchase_After_Cart
WEB00116635,C009417,2024-01-01,iOS,Direct,9,19.7,0,0,0
WEB00116636,C015048,2024-11-23,Android,Paid Search,5,9.7,1,0,0
WEB00116637,C002114,2025-08-06,Android,Social,7,6.4,0,0,0
WEB00116638,C039358,2023-10-29,iOS,Paid Search,9,14.3,1,0,0
WEB00116639,C033339,2024-05-09,iOS,Direct,10,3.9,1,0,0
WEB00116640,C049672,2024-09-16,Android,Paid Search,5,1.8,0,0,0
WEB00116641,C033852,2023-05-27,Desktop,,4,5.1,0,0,0
WEB00116642,C024748,2023-10-17,iOS,Organic,6,2.6,0,0,0
WEB00116643,C027830,2024-01-28,Android,Direct,4,2.6,0,0,0
WEB00116644,C002430,2023-05-26,iOS,Social,4,19.7,1,0,0
WEB00116645,C017653,2024-01-04,Android,Direct,6,8.1,0,0,0
WEB00116646,C048071,2025-08-20,iOS,,4,10.4,1,1,1
WEB00116647,C023052,2023-10-02,iOS,Direct,8,10.6,1,0,0
WEB00116648,C042327,2024-10-29,Android,Paid Search,3,9.1,1,1,1
WEB00116649,C033670,2024-09-23,Android,Paid Search,9,6.6,0,0,0
WEB00116650,C025731,2023-05-23,iOS,Organic,7,8.9,0,1,0
WEB00116651,C030209,2023-05-01,Desktop,Direct,12,8.9,1,1,1
WEB00116652,C007997,2025-12-22,iOS,Direct,5,9.0,1,1,1
WEB00116653,C008172,2025-09-16,iOS,Organic,8,13.8,0,0,0
WEB00116654,C023435,2024-10-18,Desktop,Organic,7,14.2,0,0,0
WEB00116655,C005416,2024-05-20,iOS,Social,11,4.4,1,0,0
WEB00116656,C014994,2025-06-18,Android,Organic,9,4.5,0,0,0
WEB00116657,C038181,2024-08-20,iOS,Organic,11,5.4,1,0,0
WEB00116658,C045949,2024-07-03,Android,Paid Search,4,6.4,0,0,0
WEB00116659,C038596,2024-03-08,Desktop,Direct,6,12.8,0,0,0
WEB00116660,C042007,2025-07-17,Tablet,Paid Search,10,8.0,1,0,0
WEB00116661,C013338,2023-03-29,iOS,,8,12.5,1,1,1
WEB00116662,C041089,2023-03-29,Android,Social,9,8.4,1,1,1
WEB00116663,C002991,2024-11-05,Desktop,Organic,7,4.7,1,0,0
WEB00116664,C017803,2025-11-12,Android,Social,5,3.3,1,0,0
WEB00116665,C008725,2024-01-09,Desktop,Organic,8,5.1,1,1,1
WEB00116666,C023874,2025-08-30,Android,Organic,7,10.6,1,1,1
WEB00116667,C012367,2023-01-17,Desktop,Social,2,5.5,0,0,0
WEB00116668,C011626,2024-12-18,Desktop,Social,7,7.8,1,0,0
WEB00116669,C028387,2024-06-12,Android,Social,15,3.2,1,1,1
WEB00116670,C048928,2024-03-16,iOS,Organic,13,3.9,1,1,1
WEB00116671,C004792,2023-09-06,Android,Direct,14,11.4,0,0,0
WEB00116672,C008743,2023-04-05,Android,Social,11,4.6,1,0,0
WEB00116673,C034785,2025-08-26,iOS,Referral,7,6.9,1,1,1
WEB00116674,C034812,2024-07-23,Android,Paid Search,8,6.2,1,0,0
WEB00116675,C002373,2023-07-28,Desktop,Organic,7,13.7,1,0,0
WEB00116676,C014981,2024-04-10,iOS,Organic,7,2.6,1,0,0
WEB00116677,C039415,2024-06-28,Android,Social,8,6.4,0,1,0
WEB00116678,C035271,2024-01-28,Tablet,Direct,4,9.1,0,0,0
WEB00116679,C021654,2023-06-28,Desktop,Direct,6,11.2,0,0,0
WEB00116680,C026899,2024-04-09,Desktop,Organic,9,9.0,1,1,1
WEB00116681,C004457,2024-02-14,iOS,Referral,5,2.7,1,0,0
WEB00116682,C021870,2025-03-17,iOS,Direct,11,5.8,0,0,0
WEB00116683,C012156,2025-10-13,Desktop,Referral,7,17.0,1,0,0
WEB00116684,C026794,2025-05-27,Android,Direct,6,1.5,1,1,1
WEB00116685,C020187,2025-12-02,Android,Organic,11,13.1,1,0,0
WEB00116686,C012605,2024-07-05,Android,Direct,7,2.0,1,0,0
WEB00116687,C000205,2025-09-27,Desktop,Paid Search,3,10.0,1,0,0
WEB00116688,C030985,2025-07-31,Desktop,,13,7.4,0,0,0
WEB00116689,C005220,2025-03-07,Android,Paid Search,10,7.1,1,1,1
WEB00116690,C013821,2024-07-27,iOS,Referral,8,14.5,1,0,0
WEB00116691,C003048,2023-11-15,Android,Organic,5,4.2,1,0,0
WEB00116692,C007782,2024-03-23,iOS,Organic,4,4.5,0,0,0
WEB00116693,C047365,2023-08-25,Desktop,Paid Search,8,6.6,1,0,0
WEB00116694,C031726,2023-08-10,iOS,Social,4,12.5,1,1,1
WEB00116695,C011130,2023-10-15,Desktop,Paid Search,4,6.2,1,1,1
WEB00116696,C024618,2024-09-17,Android,Social,7,10.2,1,0,0
WEB00116697,C001527,2025-07-04,Desktop,Social,8,5.5,1,0,0
WEB00116698,C019371,2023-02-09,Android,Referral,10,4.3,0,0,0
WEB00116699,C007328,2025-09-20,Android,Referral,7,5.5,1,0,0
WEB00116700,C048825,2024-09-24,Android,Organic,10,2.2,0,0,0
WEB00116701,C007181,2025-06-16,Tablet,Paid Search,7,7.1,0,0,0
WEB00116702,C007392,2024-09-07,Android,Organic,9,4.5,0,0,0
WEB00116703,C027099,2025-04-14,Android,Organic,14,16.5,1,1,1
WEB00116704,C032510,2025-09-24,Android,Direct,2,1.8,0,0,0
WEB00116705,C044224,2025-11-17,Desktop,Social,8,4.4,1,0,0
WEB00116706,C041001,2023-06-23,Android,Organic,8,4.3,0,0,0
WEB00116707,C042026,2023-02-28,iOS,Organic,7,10.6,1,0,0
WEB00116708,C019755,2024-02-18,Android,Social,2,9.5,0,0,0
WEB00116709,C035837,2025-01-18,Android,,7,6.1,1,1,1
WEB00116710,C024687,2025-08-07,Android,Social,11,18.4,0,0,0
WEB00116711,C039548,2025-10-17,iOS,Organic,5,3.3,1,0,0
WEB00116712,C044236,2024-01-08,Android,Organic,7,1.2,0,0,0
WEB00116713,C015772,2025-05-30,iOS,Referral,7,2.0,0,1,0
WEB00116714,C036229,2023-01-30,Desktop,Direct,6,5.9,1,1,1
WEB00116715,C039425,2023-08-04,Android,Organic,6,0.9,1,0,0
WEB00116716,C021367,2024-11-30,Android,Organic,5,4.9,0,1,0
WEB00116717,C033747,2024-10-23,iOS,Paid Search,4,7.9,0,0,0
WEB00116718,C004239,2024-03-18,iOS,Referral,6,5.4,0,0,0
WEB00116719,C033729,2023-06-12,Android,Paid Search,7,7.1,1,1,1
WEB00116720,C010110,2023-04-24,iOS,Organic,6,13.6,1,0,0
WEB00116721,C023464,2025-06-09,Android,Direct,4,12.6,0,0,0
WEB00116722,C037493,2025-11-25,iOS,Direct,11,4.3,1,0,0
WEB00116723,C023754,2024-03-19,Desktop,Direct,3,20.6,0,0,0
WEB00116724,C004786,2025-10-31,Android,Paid Search,13,17.7,1,1,1
WEB00116725,C034424,2025-10-27,Desktop,Direct,16,7.9,1,1,1
WEB00116726,C036725,2023-08-18,Desktop,Organic,11,4.9,0,0,0
WEB00116727,C023156,2023-04-25,Tablet,Organic,6,9.1,0,0,0
WEB00116728,C040940,2025-08-13,iOS,Paid Search,6,2.6,0,0,0
WEB00116729,C027278,2025-06-11,iOS,Organic,8,12.0,1,0,0
WEB00116730,C041006,2023-09-29,Android,Direct,7,22.2,1,1,1
WEB00116731,C043386,2023-12-03,Desktop,Paid Search,6,4.9,0,0,0
WEB00116732,C028334,2023-12-08,iOS,Organic,6,3.6,0,0,0
WEB00116733,C006303,2023-04-02,Android,Social,10,16.7,1,1,1
WEB00116734,C032037,2023-02-25,iOS,Paid Search,13,10.1,1,0,0
WEB00116735,C047799,2025-03-01,Android,Paid Search,7,2.9,0,0,0
WEB00116736,C044092,2023-07-08,Android,Organic,11,7.5,1,0,0
WEB00116737,C006452,2025-05-20,iOS,Paid Search,8,19.2,1,1,1
WEB00116738,C011039,2023-07-07,Android,Social,4,0.2,1,0,0
WEB00116739,C013733,2023-12-17,iOS,Referral,7,4.6,0,0,0
WEB00116740,C014743,2025-05-07,Android,Paid Search,5,3.9,0,0,0
WEB00116741,C017437,2025-06-23,Android,Direct,5,8.0,0,0,0
WEB00116742,C033867,2024-11-29,Tablet,Paid Search,12,9.4,0,0,0
WEB00116743,C026541,2023-10-26,Desktop,Paid Search,6,2.0,1,0,0
WEB00116744,C025299,2025-05-26,Android,Paid Search,6,15.1,1,0,0
WEB00116745,C030242,2023-01-02,Tablet,Organic,5,7.1,1,1,1
WEB00116746,C007739,2023-05-05,iOS,Organic,6,3.2,1,0,0
WEB00116747,C003124,2025-06-30,iOS,Organic,8,3.0,0,0,0
WEB00116748,C014267,2023-02-14,Tablet,Organic,9,2.5,0,0,0
WEB00116749,C029891,2024-08-17,Android,Direct,11,7.6,0,1,0
WEB00116750,C000530,2023-09-03,Desktop,Social,10,9.5,1,0,0
WEB00116751,C011510,2024-05-21,iOS,Paid Search,6,1.7,1,0,0
WEB00116752,C044097,2025-07-04,iOS,Organic,3,5.3,0,0,0
WEB00116753,C020123,2025-06-12,iOS,Paid Search,7,12.4,0,0,0
WEB00116754,C018742,2025-04-15,iOS,Direct,11,13.5,1,0,0
WEB00116755,C008938,2025-09-03,Desktop,Direct,9,3.8,0,0,0
WEB00116756,C025411,2024-04-20,Android,Organic,7,14.1,0,0,0
WEB00116757,C008391,2023-05-09,Android,Direct,8,3.4,0,1,0
WEB00116758,C006684,2024-09-21,iOS,Paid Search,5,7.6,0,0,0
WEB00116759,C025538,2025-06-28,Desktop,Paid Search,6,7.7,0,0,0
WEB00116760,C013269,2024-12-20,Android,Social,20,6.2,1,1,1
WEB00116761,C021717,2024-01-13,Android,Organic,4,0.5,1,0,0
WEB00116762,C017941,2024-10-25,Android,,6,3.9,1,0,0
WEB00116763,C013831,2025-03-24,Android,Organic,8,3.3,1,0,0
WEB00116764,C020264,2023-04-24,Tablet,Social,4,0.8,0,0,0
WEB00116765,C025730,2024-07-29,Desktop,Direct,8,2.7,1,0,0
WEB00116766,C046296,2024-04-16,Desktop,Organic,7,3.4,0,0,0
WEB00116767,C034241,2024-11-23,Android,Paid Search,4,13.3,0,1,0
WEB00116768,C010233,2024-10-01,Desktop,Organic,6,14.2,1,1,1
WEB00116769,C022165,2025-12-25,Android,Direct,8,16.7,1,0,0
WEB00116770,C004687,2024-06-21,iOS,Direct,10,7.2,1,0,0
WEB00116771,C008495,2025-03-22,Android,Referral,2,15.6,0,0,0
WEB00116772,C048442,2025-09-01,Android,Paid Search,9,12.3,1,0,0
WEB00116773,C033345,2025-07-06,Desktop,Paid Search,5,8.3,0,0,0
WEB00116774,C039862,2025-10-16,Desktop,Direct,6,11.2,0,0,0
WEB00116775,C018406,2025-07-17,Android,Social,4,12.6,1,0,0
WEB00116776,C029932,2025-04-09,Android,Direct,9,7.2,0,0,0
WEB00116777,C014038,2024-11-06,Desktop,Direct,5,9.6,0,0,0
WEB00116778,C020285,2025-09-19,Desktop,Paid Search,11,11.0,0,0,0
WEB00116779,C030224,2023-03-01,Desktop,Organic,8,18.2,1,1,1
WEB00116780,C002381,2024-11-19,Android,Paid Search,5,2.7,0,0,0
WEB00116781,C008547,2025-06-30,Desktop,Social,6,4.4,1,0,0
WEB00116782,C039390,2023-04-15,Desktop,Paid Search,7,12.8,0,0,0
WEB00116783,C004740,2025-12-24,Android,Social,7,6.7,1,0,0
WEB00116784,C013827,2024-12-04,Android,Paid Search,6,3.2,1,0,0
WEB00116785,C027162,2024-11-16,Desktop,Paid Search,3,4.9,1,0,0
WEB00116786,C011385,2025-12-25,iOS,Direct,6,14.5,1,1,1
WEB00116787,C035868,2023-07-03,Desktop,Direct,6,4.4,0,0,0
WEB00116788,C043559,2024-06-14,Android,Paid Search,6,16.1,1,1,1
WEB00116789,C000153,2023-06-05,iOS,Organic,8,8.7,1,0,0
WEB00116790,C017492,2025-03-29,Desktop,Organic,11,22.4,1,1,1
WEB00116791,C024234,2025-07-21,Tablet,Social,7,11.7,1,0,0
WEB00116792,C039623,2025-12-10,Android,Organic,4,2.8,0,1,0
WEB00116793,C034505,2023-10-22,Android,Referral,6,4.5,1,0,0
WEB00116794,C044097,2025-03-25,Desktop,Social,8,7.7,1,0,0
WEB00116795,C048309,2025-06-25,Desktop,Direct,18,2.5,0,1,0
WEB00116796,C028320,2025-02-21,Android,Paid Search,10,7.2,1,1,1
WEB00116797,C039265,2023-11-30,iOS,Paid Search,7,13.3,0,1,0
WEB00116798,C036224,2024-07-17,iOS,,6,5.7,0,1,0
WEB00116799,C013171,2025-04-21,iOS,Paid Search,8,1.4,1,1,1
WEB00116800,C039228,2025-12-03,Android,Direct,7,3.2,1,0,0
WEB00116801,C003118,2025-11-13,iOS,Organic,9,2.7,1,1,1
WEB00116802,C041986,2025-12-20,Android,Paid Search,5,15.0,1,1,1
WEB00116803,C028041,2025-10-21,iOS,Organic,7,9.1,0,0,0
WEB00116804,C018217,2025-04-03,Desktop,Organic,11,30.4,1,0,0
WEB00116805,C020604,2025-05-19,Android,Organic,12,12.1,1,1,1
WEB00116806,C044632,2024-04-15,Android,Social,10,5.1,0,0,0
WEB00116807,C016398,2025-12-24,iOS,Social,7,11.7,0,0,0
WEB00116808,C025990,2025-04-02,Desktop,Social,13,13.1,1,1,1
WEB00116809,C026033,2024-03-26,iOS,Organic,8,21.6,0,0,0
WEB00116810,C018687,2024-08-10,Desktop,Direct,5,4.5,1,1,1
WEB00116811,C012709,2024-04-19,Desktop,Organic,6,8.0,1,0,0
WEB00116812,C035162,2023-08-28,Tablet,Paid Search,4,4.5,1,1,1
WEB00116813,C006295,2025-11-07,Android,Organic,5,11.0,0,1,0
WEB00116814,C031102,2024-03-16,Android,Organic,6,17.0,0,0,0
WEB00116815,C012983,2023-08-13,Android,Direct,11,10.8,0,0,0
WEB00116816,C034637,2024-08-29,Android,Organic,6,8.7,1,1,1
WEB00116817,C048007,2023-08-18,Desktop,Social,5,1.9,1,1,1
WEB00116818,C001875,2024-09-26,Desktop,Organic,4,5.2,0,0,0
WEB00116819,C028710,2025-01-27,Android,Organic,4,10.0,0,0,0
WEB00116820,C024220,2023-04-24,Android,,6,4.5,1,0,0
WEB00116821,C025623,2023-02-23,Desktop,Paid Search,8,2.0,0,0,0
WEB00116822,C047970,2025-05-18,iOS,Organic,5,8.5,1,1,1
WEB00116823,C020065,2023-05-26,Android,Organic,2,3.8,0,0,0
WEB00116824,C017019,2025-07-14,Desktop,Social,7,10.1,1,0,0
WEB00116825,C020980,2025-12-22,Tablet,Referral,8,1.5,0,1,0
WEB00116826,C045097,2023-11-10,Desktop,Organic,5,4.9,1,0,0
WEB00116827,C025655,2023-04-21,Desktop,Direct,3,4.1,0,0,0
WEB00116828,C015196,2025-08-27,Android,Social,4,5.7,0,0,0
WEB00116829,C046456,2024-03-28,iOS,Organic,8,1.2,1,0,0
WEB00116830,C029549,2025-01-30,Tablet,Direct,9,10.5,1,1,1
WEB00116831,C032290,2024-11-10,Desktop,Organic,4,8.9,1,0,0
WEB00116832,C049401,2024-01-29,Desktop,Organic,3,16.7,1,0,0
WEB00116833,C041667,2025-06-30,iOS,Organic,2,3.2,0,1,0
WEB00116834,C000366,2023-08-28,iOS,Organic,3,3.7,0,0,0
WEB00116835,C005821,2023-12-31,Android,Paid Search,6,6.3,1,1,1
WEB00116836,C042405,2023-05-14,iOS,Referral,4,3.4,0,0,0
WEB00116837,C040338,2024-03-30,Android,Paid Search,7,0.3,1,1,1
WEB00116838,C015389,2023-03-19,Android,Direct,3,9.0,0,1,0
WEB00116839,C034000,2023-11-25,Desktop,Direct,9,11.3,1,0,0
WEB00116840,C000575,2023-05-24,Android,Referral,10,16.3,1,1,1
WEB00116841,C032197,2024-08-17,Android,Direct,6,10.3,0,1,0
WEB00116842,C025511,2023-06-16,Android,Social,13,5.1,1,0,0
WEB00116843,C028037,2023-03-09,iOS,Social,12,14.5,1,1,1
WEB00116844,C037967,2025-07-18,Desktop,Paid Search,6,11.0,0,1,0
WEB00116845,C027561,2023-10-19,iOS,Organic,7,10.8,1,1,1
WEB00116846,C044252,2023-12-19,Android,Social,8,11.5,1,0,0
WEB00116847,C011441,2024-12-29,Android,Direct,12,8.3,1,0,0
WEB00116848,C043061,2025-08-28,Android,Organic,5,9.9,0,0,0
WEB00116849,C046108,2024-04-01,Android,Direct,6,12.1,0,0,0
WEB00116850,C036554,2023-10-29,Desktop,Direct,11,14.7,0,0,0
WEB00116851,C028206,2023-03-11,Android,Social,7,12.8,1,1,1
WEB00116852,C029991,2023-12-09,Android,Paid Search,8,10.9,0,1,0
WEB00116853,C013366,2025-11-23,Android,Social,4,7.3,0,0,0
WEB00116854,C045272,2024-12-29,Android,Paid Search,12,8.4,1,1,1
WEB00116855,C039071,2023-02-17,Android,Organic,10,3.4,1,1,1
WEB00116856,C036536,2024-02-13,Desktop,Paid Search,13,3.8,1,0,0
WEB00116857,C029822,2024-04-17,iOS,Direct,10,13.1,1,0,0
WEB00116858,C046333,2024-01-22,Android,Social,8,13.3,1,0,0
WEB00116859,C037946,2025-04-12,Android,Direct,4,7.4,1,1,1
WEB00116860,C012291,2025-08-28,Desktop,Organic,4,13.5,0,0,0
WEB00116861,C044758,2024-11-06,Desktop,Social,11,3.0,1,0,0
WEB00116862,C043839,2025-10-08,iOS,Organic,10,6.3,1,0,0
WEB00116863,C044815,2023-09-08,Android,Social,9,12.1,1,0,0
WEB00116864,C047376,2024-01-08,iOS,Paid Search,8,5.6,0,1,0
WEB00116865,C011305,2023-07-16,Android,Direct,5,4.2,0,0,0
WEB00116866,C006646,2024-02-19,Android,Direct,6,4.3,0,1,0
WEB00116867,C013253,2025-08-18,Android,Organic,12,5.2,0,1,0
WEB00116868,C007113,2024-01-28,Android,Organic,9,2.9,0,1,0
WEB00116869,C009711,2025-02-14,Desktop,Organic,12,5.9,1,1,1
WEB00116870,C026023,2025-01-26,Android,Paid Search,6,4.0,0,0,0
WEB00116871,C003636,2025-01-11,Android,Organic,11,2.9,1,0,0
WEB00116872,C033924,2025-05-24,Desktop,Organic,1,3.0,0,0,0
WEB00116873,C027747,2024-12-14,Android,Organic,11,6.1,1,1,1
WEB00116874,C016399,2025-03-23,Desktop,Social,10,11.0,1,0,0
WEB00116875,C019628,2023-07-22,iOS,Direct,6,2.5,1,0,0
WEB00116876,C039015,2023-09-24,iOS,Organic,7,7.1,0,0,0
WEB00116877,C003617,2024-12-22,Android,Organic,5,5.6,1,1,1
WEB00116878,C024727,2023-03-06,Desktop,Social,6,7.5,1,0,0
WEB00116879,C021132,2024-04-27,Android,Organic,5,7.6,1,0,0
WEB00116880,C045544,2024-05-30,iOS,Organic,11,17.0,0,0,0
WEB00116881,C012507,2023-04-09,Desktop,Social,5,12.0,1,1,1
WEB00116882,C037365,2025-07-10,Android,Social,11,15.0,1,1,1
WEB00116883,C047880,2024-11-10,Android,Social,6,18.7,1,0,0
WEB00116884,C045837,2023-11-04,iOS,Organic,8,5.9,0,0,0
WEB00116885,C027119,2023-08-12,Desktop,Organic,6,6.7,1,0,0
WEB00116886,C044555,2024-12-27,Android,Direct,8,5.4,1,0,0
WEB00116887,C005217,2023-09-03,iOS,Organic,11,26.8,0,1,0
WEB00116888,C041839,2025-09-23,iOS,Paid Search,6,2.4,1,0,0
WEB00116889,C032272,2024-07-06,Desktop,Social,9,4.0,1,0,0
WEB00116890,C031928,2023-02-27,Tablet,Paid Search,7,8.7,0,1,0
WEB00116891,C002712,2024-05-10,Desktop,Organic,5,6.9,0,0,0
WEB00116892,C020620,2024-06-14,Android,Organic,6,7.9,0,0,0
WEB00116893,C043340,2024-09-17,Android,Referral,10,17.0,1,0,0
WEB00116894,C003191,2024-04-01,iOS,Social,5,1.6,0,0,0
WEB00116895,C013822,2023-08-24,iOS,Organic,6,5.1,0,0,0
WEB00116896,C005841,2023-11-13,Android,Social,7,15.5,0,1,0
WEB00116897,C014143,2024-05-03,iOS,Direct,7,3.1,0,0,0
WEB00116898,C015774,2023-11-14,Tablet,Organic,6,3.5,1,0,0
WEB00116899,C009886,2023-06-17,Desktop,Direct,3,3.6,1,1,1
WEB00116900,C025832,2025-05-27,Android,Organic,8,5.5,1,0,0
WEB00116901,C034468,2024-02-14,iOS,Paid Search,7,8.0,1,1,1
WEB00116902,C028821,2025-04-19,Android,Social,9,12.8,1,0,0
WEB00116903,C004936,2025-02-26,Android,Social,5,5.0,1,0,0
WEB00116904,C005307,2023-08-06,iOS,Paid Search,4,3.5,1,0,0
WEB00116905,C026560,2025-08-06,iOS,Direct,9,2.8,1,1,1
WEB00116906,C021666,2023-12-25,Android,Referral,9,3.8,0,0,0
WEB00116907,C016077,2023-05-13,iOS,Social,9,5.1,0,0,0
WEB00116908,C044727,2023-05-28,Android,Referral,4,17.2,0,1,0
WEB00116909,C009759,2025-04-22,Android,Organic,5,7.4,0,0,0
WEB00116910,C040939,2024-03-13,Android,Organic,10,1.4,0,1,0
WEB00116911,C038497,2024-08-20,Desktop,Paid Search,4,4.6,1,0,0
WEB00116912,C029284,2025-04-02,Desktop,Paid Search,8,7.2,0,0,0
WEB00116913,C006508,2023-12-30,Android,Organic,3,13.4,0,1,0
WEB00116914,C026568,2024-10-27,iOS,Paid Search,7,2.4,1,1,1
WEB00116915,C004697,2024-11-04,Android,Organic,4,6.7,0,0,0
WEB00116916,C003981,2023-03-03,Desktop,,7,5.1,0,0,0
WEB00116917,C009204,2024-01-20,Desktop,Referral,6,14.6,1,1,1
WEB00116918,C049401,2023-07-26,Desktop,Paid Search,7,14.5,1,1,1
WEB00116919,C035401,2023-08-02,iOS,Direct,7,19.7,1,0,0
WEB00116920,C044480,2024-02-09,Android,Organic,8,8.7,0,0,0
WEB00116921,C032955,2025-07-03,Desktop,Paid Search,7,5.8,0,0,0
WEB00116922,C005214,2024-03-20,Desktop,Organic,5,12.2,0,0,0
WEB00116923,C018506,2025-07-27,Desktop,Organic,9,4.2,1,1,1
WEB00116924,C044681,2023-12-12,Android,Organic,7,2.0,0,0,0
WEB00116925,C021652,2023-06-17,Desktop,Organic,4,9.5,0,0,0
WEB00116926,C033895,2025-06-23,iOS,Paid Search,9,5.2,1,0,0
WEB00116927,C000110,2024-09-24,Tablet,Referral,5,3.7,1,0,0
WEB00116928,C033708,2024-12-27,Android,Organic,3,27.8,0,1,0
WEB00116929,C039837,2024-03-09,Android,Organic,5,7.9,0,0,0
WEB00116930,C043492,2023-07-30,Desktop,Organic,12,5.0,1,0,0
WEB00116931,C041042,2025-03-09,Android,Referral,4,14.5,1,0,0
WEB00116932,C016808,2025-05-16,Android,Direct,10,9.1,1,0,0
WEB00116933,C007401,2023-05-30,Android,Direct,9,6.9,0,0,0
WEB00116934,C024934,2023-04-30,Android,Direct,5,5.2,1,0,0
WEB00116935,C044261,2024-11-01,Android,Paid Search,4,6.5,1,1,1
WEB00116936,C023386,2025-12-22,Desktop,Paid Search,7,5.5,0,0,0
WEB00116937,C003922,2024-06-26,Desktop,Direct,10,10.3,1,1,1
WEB00116938,C020183,2025-04-07,Desktop,Social,10,5.9,0,0,0
WEB00116939,C026016,2023-07-29,Android,Referral,7,19.9,0,0,0
WEB00116940,C014256,2023-06-21,Android,Paid Search,4,3.5,0,0,0
WEB00116941,C029224,2023-01-01,iOS,Referral,8,6.2,0,0,0
WEB00116942,C039705,2024-10-18,iOS,Social,7,3.7,1,1,1
WEB00116943,C020082,2024-12-25,Android,Organic,6,15.3,1,0,0
WEB00116944,C030319,2023-02-07,Android,Referral,5,6.2,0,0,0
WEB00116945,C039731,2024-01-01,Android,Paid Search,4,12.1,1,0,0
WEB00116946,C041107,2024-05-30,Tablet,Direct,8,0.6,0,0,0
WEB00116947,C007636,2023-08-08,Android,Organic,8,14.9,0,0,0
WEB00116948,C014439,2025-03-07,Android,Organic,6,4.3,0,0,0
WEB00116949,C037136,2023-01-02,Android,Social,17,20.6,1,1,1
WEB00116950,C045850,2024-08-16,Desktop,Direct,8,4.4,0,1,0
WEB00116951,C008890,2023-07-06,iOS,Organic,9,3.6,1,0,0
WEB00116952,C031230,2024-07-16,iOS,Organic,9,3.3,0,0,0
WEB00116953,C019106,2025-12-28,Android,Direct,10,5.8,0,0,0
WEB00116954,C000979,2023-10-24,Android,Direct,8,14.4,0,0,0
WEB00116955,C039296,2024-07-16,Android,Direct,2,4.8,0,0,0
WEB00116956,C001811,2025-07-21,Desktop,Direct,3,2.1,0,0,0
WEB00116957,C017738,2023-09-03,Android,Social,7,9.1,1,0,0
WEB00116958,C022739,2024-12-12,Android,Social,6,7.1,1,1,1
WEB00116959,C019586,2023-11-17,iOS,Organic,7,3.8,1,0,0
WEB00116960,C035921,2024-04-04,iOS,Social,5,4.3,0,0,0
WEB00116961,C000310,2024-11-07,iOS,Social,2,21.8,1,0,0
WEB00116962,C028167,2025-02-12,Desktop,Referral,9,6.4,1,0,0
WEB00116963,C027808,2025-02-06,Android,Paid Search,11,27.3,1,1,1
WEB00116964,C026050,2024-02-09,Android,Organic,9,10.5,0,0,0
WEB00116965,C016522,2024-04-25,iOS,Social,5,0.5,0,0,0
WEB00116966,C043008,2023-03-23,Desktop,Organic,8,4.6,0,1,0
WEB00116967,C016858,2024-05-06,Desktop,Organic,5,3.8,0,0,0
WEB00116968,C027299,2025-07-17,Tablet,Social,5,4.2,0,0,0
WEB00116969,C025152,2025-11-24,Android,Referral,6,8.3,0,0,0
WEB00116970,C020886,2024-08-29,iOS,Direct,11,7.8,1,0,0
WEB00116971,C035380,2025-04-16,iOS,Social,7,4.4,0,0,0
WEB00116972,C045280,2023-06-25,Desktop,Social,7,4.0,0,0,0
WEB00116973,C013919,2024-01-06,Android,Organic,9,7.3,1,0,0
WEB00116974,C001280,2025-11-18,Desktop,Paid Search,5,4.5,1,1,1
WEB00116975,C006711,2025-01-19,Desktop,Paid Search,6,5.4,0,0,0
WEB00116976,C040153,2023-10-12,iOS,Organic,9,12.4,1,0,0
WEB00116977,C049194,2024-08-11,Android,Direct,3,9.7,0,1,0
WEB00116978,C027710,2023-11-30,iOS,Paid Search,11,9.5,1,1,1
WEB00116979,C044693,2024-01-04,Desktop,Paid Search,5,10.7,1,0,0
WEB00116980,C000948,2025-09-04,Desktop,Social,10,10.1,1,0,0
WEB00116981,C030139,2023-04-10,Android,Paid Search,6,5.4,0,0,0
WEB00116982,C037190,2023-10-29,Android,Paid Search,7,10.5,1,0,0
WEB00116983,C025053,2023-01-01,Desktop,Paid Search,4,11.2,0,0,0
WEB00116984,C027963,2023-10-23,Desktop,Paid Search,7,5.5,0,0,0
WEB00116985,C044891,2023-07-31,iOS,Organic,8,16.3,1,1,1
WEB00116986,C031394,2023-05-05,Desktop,Organic,7,7.2,1,1,1
WEB00116987,C004913,2023-11-13,iOS,Organic,10,6.2,1,1,1
WEB00116988,C004298,2025-02-21,iOS,Social,3,5.0,0,0,0
WEB00116989,C020223,2023-11-22,Android,Direct,8,13.5,0,0,0
WEB00116990,C020519,2024-10-01,Android,Organic,11,4.4,1,1,1
WEB00116991,C014841,2024-11-14,iOS,Organic,4,8.7,0,0,0
WEB00116992,C008074,2025-08-23,Android,Organic,7,7.2,1,0,0
WEB00116993,C049501,2025-02-05,Android,Organic,5,3.2,0,0,0
WEB00116994,C033054,2024-02-16,iOS,Organic,9,12.7,0,0,0
WEB00116995,C026814,2024-02-20,Android,Paid Search,10,6.5,1,0,0
WEB00116996,C045966,2023-06-02,iOS,Organic,3,2.8,1,0,0
WEB00116997,C041657,2023-09-05,iOS,Paid Search,4,1.1,0,1,0
WEB00116998,C003469,2025-09-22,iOS,Social,11,6.0,1,0,0
WEB00116999,C042017,2025-04-21,Android,Paid Search,13,4.6,0,1,0
