Campaign_ID,Customer_ID,Campaign_Type,Send_Date,Opened,Clicked,Purchased,Campaign_Cost
M0038297,C028361,Email,2023-05-18,0,0,0,7.33
M0038298,C004415,SMS,2025-01-08,0,0,0,19.94
M0038299,C020325,Email,2023-01-23,0,0,0,18.19
M0038300,C046609,SMS,2025-04-02,1,0,0,12.1
M0038301,C011911,Email,2023-06-25,1,0,0,6.78
M0038302,C045721,Email,2025-12-30,0,0,0,6.15
M0038303,C026786,Push Notification,2024-05-03,0,0,1,12.57
M0038304,C019368,Push Notification,2023-01-28,0,0,0,20.72
M0038305,C017290,Push Notification,2025-01-23,1,0,0,6.47
M0038306,C007500,Email,2025-12-03,0,0,0,6.78
M0038307,C042692,Social Media,2025-10-15,0,0,0,8.56
M0038308,C002152,Push Notification,2024-09-28,1,0,0,13.57
M0038309,C047178,Email,2023-12-06,0,0,0,13.9
M0038310,C043132,Email,2025-09-03,0,0,0,3.82
M0038311,C028712,Social Media,2023-06-19,0,0,0,10.44
M0038312,C043404,SMS,2023-10-15,0,0,0,16.09
M0038313,C003263,SMS,2025-06-06,0,0,0,5.35
M0038314,C014317,Push Notification,2023-07-13,1,0,0,15.89
M0038315,C004085,Email,2023-03-03,0,1,0,1.08
M0038316,C018280,Push Notification,2023-04-17,1,0,0,7.37
M0038317,C029743,Email,2025-09-01,0,0,0,1.4
M0038318,C032879,Social Media,2025-02-06,0,0,0,13.16
M0038319,C035575,SMS,2025-12-30,0,0,0,6.86
M0038320,C024109,Email,2025-02-09,0,1,0,16.05
M0038321,C041997,SMS,2023-06-27,0,0,0,8.95
M0038322,C014179,SMS,2025-06-16,0,0,0,19.33
M0038323,C040406,Email,2024-03-05,0,1,0,15.91
M0038324,C021943,Email,2023-01-28,1,0,0,15.39
M0038325,C010765,Social Media,2023-11-17,0,0,0,11.05
M0038326,C033641,SMS,2024-08-24,1,0,0,13.33
M0038327,C019913,Social Media,2025-02-03,0,0,0,5.59
M0038328,C015095,SMS,2023-03-05,0,0,0,16.17
M0038329,C026621,Email,2024-12-21,0,0,0,9.03
M0038330,C035051,Email,2024-03-07,0,0,0,13.44
M0038331,C003367,Push Notification,2025-12-15,0,0,0,1.64
M0038332,C038475,Social Media,2025-08-30,0,0,0,16.33
M0038333,C046528,Push Notification,2024-06-25,0,0,0,11.32
M0038334,C047982,Email,2023-03-24,0,0,0,14.95
M0038335,C037626,Email,2025-12-13,0,0,0,8.65
M0038336,C040806,Push Notification,2025-11-26,0,0,0,5.47
M0038337,C044827,Email,2023-02-13,0,0,0,16.49
M0038338,C023796,SMS,2024-04-16,0,0,0,9.64
M0038339,C026532,Push Notification,2025-04-29,1,0,0,9.63
M0038340,C023606,Push Notification,2023-11-22,1,0,0,5.5
M0038341,C026847,Email,2024-10-06,0,0,0,14.82
M0038342,C026285,Push Notification,2025-06-03,1,0,0,14.07
M0038343,C043493,Push Notification,2025-04-16,0,0,0,4.76
M0038344,C007916,SMS,2025-05-07,1,0,0,17.15
M0038345,C005874,SMS,2025-02-12,0,0,0,2.8
M0038346,C042013,Push Notification,2023-10-01,0,0,0,4.97
M0038347,C010767,Email,2023-03-15,0,0,0,6.6
M0038348,C035951,SMS,2024-05-14,0,0,1,13.96
M0038349,C037918,Social Media,2024-03-18,0,0,0,14.48
M0038350,C041783,Email,2025-12-08,0,0,0,2.47
M0038351,C040193,Social Media,2023-08-25,0,0,0,18.28
M0038352,C006197,Push Notification,2025-04-15,0,0,0,12.48
M0038353,C033695,Email,2025-08-10,1,0,0,20.99
M0038354,C046633,Push Notification,2025-07-14,0,0,0,21.77
M0038355,C040198,Push Notification,2025-08-02,0,0,0,20.5
M0038356,C016320,Social Media,2025-09-02,0,1,0,12.96
M0038357,C022381,Push Notification,2024-10-02,0,0,0,21.02
M0038358,C049748,SMS,2025-05-09,0,0,0,13.54
M0038359,C027038,Email,2024-06-08,1,0,0,18.1
M0038360,C019965,Email,2025-02-05,0,0,0,3.74
M0038361,C022788,Email,2023-11-05,1,0,0,11.9
M0038362,C011160,SMS,2025-08-07,0,0,0,3.74
M0038363,C039516,Email,2025-02-11,1,0,1,3.58
M0038364,C018225,Push Notification,2024-06-09,0,0,0,13.17
M0038365,C008012,SMS,2025-11-12,0,1,1,0.8
M0038366,C022180,Push Notification,2024-11-18,0,0,0,3.95
M0038367,C016193,SMS,2023-12-05,1,0,0,6.55
M0038368,C001320,Email,2024-09-08,0,0,0,13.61
M0038369,C011102,Push Notification,2023-09-15,0,0,0,21.19
M0038370,C048871,Email,2024-08-13,0,0,0,11.55
M0038371,C049095,SMS,2023-06-01,0,0,0,11.73
M0038372,C012719,Push Notification,2024-08-21,0,0,0,14.09
M0038373,C047407,Email,2023-07-30,0,0,0,17.16
M0038374,C008274,Email,2023-05-02,1,0,0,9.64
M0038375,C018806,Push Notification,2025-01-22,0,0,0,17.27
M0038376,C005972,SMS,2023-04-09,1,0,0,5.85
M0038377,C014437,Email,2024-10-23,1,1,1,8.6
M0038378,C024297,Email,2023-03-11,0,0,0,21.31
M0038379,C027557,Email,2025-02-27,1,0,1,5.29
M0038380,C013409,Social Media,2025-11-24,0,0,0,17.63
M0038381,C004019,SMS,2025-05-24,0,1,0,19.5
M0038382,C025006,Email,2025-06-03,1,0,0,10.98
M0038383,C004672,Email,2025-10-11,0,0,0,4.88
M0038384,C011077,Email,2023-09-21,0,0,0,2.42
M0038385,C047804,SMS,2025-02-11,0,0,0,5.42
M0038386,C002158,Email,2025-07-01,0,0,1,2.16
M0038387,C019879,Push Notification,2024-02-14,0,0,0,21.97
M0038388,C038314,Push Notification,2025-05-08,0,0,0,14.75
M0038389,C024891,SMS,2023-08-16,0,0,0,7.18
M0038390,C021570,Push Notification,2025-07-19,1,0,0,9.46
M0038391,C013282,Push Notification,2024-04-21,0,0,0,7.94
M0038392,C024794,Push Notification,2025-04-11,0,0,0,17.0
M0038393,C039478,SMS,2023-11-27,0,0,0,14.89
M0038394,C039419,Email,2023-01-15,0,1,0,13.77
M0038395,C024544,SMS,2023-04-18,0,0,0,9.81
M0038396,C008627,Social Media,2024-06-28,0,0,0,5.8
M0038397,C043603,Push Notification,2023-06-04,0,0,0,20.8
M0038398,C037687,SMS,2023-04-27,0,0,1,10.73
M0038399,C020857,SMS,2025-03-22,0,0,0,6.78
M0038400,C023937,Email,2024-10-25,0,0,0,1.84
M0038401,C006608,Push Notification,2024-09-10,0,0,0,13.6
M0038402,C032067,Push Notification,2025-10-28,0,0,0,6.38
M0038403,C040726,Push Notification,2023-02-27,0,0,0,6.29
M0038404,C030609,Push Notification,2024-11-21,0,0,0,9.91
M0038405,C023712,Push Notification,2024-01-08,1,1,0,20.02
M0038406,C008503,Email,2024-04-22,1,0,0,11.1
M0038407,C027514,Email,2023-11-25,1,0,1,3.77
M0038408,C037587,Push Notification,2023-10-15,0,1,0,15.09
M0038409,C033265,SMS,2024-08-23,0,0,0,17.46
M0038410,C002072,Email,2025-12-07,1,0,0,17.71
M0038411,C028175,SMS,2023-02-01,0,0,0,1.94
M0038412,C024543,Push Notification,2025-07-22,0,0,0,13.11
M0038413,C045074,Email,2024-05-02,0,0,0,17.47
M0038414,C007424,Email,2023-07-01,0,0,0,10.61
M0038415,C014527,SMS,2023-06-04,1,0,0,17.01
M0038416,C043209,Social Media,2025-06-29,0,1,1,7.99
M0038417,C025919,Push Notification,2025-09-22,0,0,0,19.02
M0038418,C017270,Push Notification,2023-09-18,0,0,0,21.74
M0038419,C004237,Email,2025-05-04,1,0,0,1.65
M0038420,C013625,Email,2024-07-06,0,0,0,20.08
M0038421,C014791,Email,2025-05-18,0,0,0,5.38
M0038422,C040583,SMS,2024-02-26,0,0,0,11.54
M0038423,C045992,Email,2025-11-19,0,0,0,11.82
M0038424,C021060,Email,2023-06-18,1,1,0,20.62
M0038425,C029860,Email,2024-01-24,0,0,0,5.68
M0038426,C003571,SMS,2023-06-26,0,0,0,5.13
M0038427,C008297,SMS,2024-07-09,0,0,0,18.13
M0038428,C044427,Email,2024-05-03,0,0,0,1.14
M0038429,C016224,SMS,2025-05-16,0,0,0,8.41
M0038430,C022872,Email,2024-10-25,0,0,0,6.03
M0038431,C046007,Email,2024-06-11,0,1,0,3.3
M0038432,C031491,Email,2024-08-24,1,0,0,19.04
M0038433,C047129,Email,2024-09-06,1,0,1,20.33
M0038434,C040361,SMS,2024-08-11,0,0,0,11.6
M0038435,C013842,Email,2023-08-31,0,0,0,13.42
M0038436,C004033,Push Notification,2024-02-06,0,0,0,21.19
M0038437,C046644,Social Media,2023-12-01,1,0,0,9.56
M0038438,C008276,Email,2025-12-22,1,1,0,12.17
M0038439,C023367,Email,2025-12-01,0,0,0,1.81
M0038440,C024334,SMS,2025-05-19,1,0,0,3.05
M0038441,C012779,Email,2024-08-15,0,0,0,11.03
M0038442,C012026,Email,2025-11-11,1,0,0,14.33
M0038443,C004720,SMS,2024-08-27,0,0,0,6.51
M0038444,C001621,Push Notification,2025-06-05,1,1,0,10.36
M0038445,C001233,SMS,2023-12-17,1,0,0,8.19
M0038446,C015592,Email,2024-05-23,0,0,0,11.81
M0038447,C015407,Email,2025-02-14,0,0,0,15.2
M0038448,C034775,SMS,2024-07-19,0,0,0,21.79
M0038449,C025972,Email,2024-04-04,0,0,0,13.23
M0038450,C035807,SMS,2024-06-13,0,0,0,9.52
M0038451,C038501,Push Notification,2025-01-23,0,0,0,5.27
M0038452,C040064,Social Media,2024-09-06,0,0,0,18.59
M0038453,C010843,Email,2024-08-23,0,0,0,9.44
M0038454,C019053,Email,2025-04-13,0,0,0,0.89
M0038455,C042168,Push Notification,2025-12-25,0,0,0,15.01
M0038456,C047408,Push Notification,2024-08-20,0,0,0,15.45
M0038457,C011991,Push Notification,2025-11-09,0,1,0,20.18
M0038458,C000637,Email,2024-08-04,0,0,0,2.27
M0038459,C024708,Email,2024-11-29,0,0,0,18.62
M0038460,C028881,Push Notification,2023-10-27,0,0,1,19.57
M0038461,C044885,Email,2024-12-26,1,0,1,7.79
M0038462,C023833,Push Notification,2025-09-26,0,0,0,13.12
M0038463,C034609,Push Notification,2023-09-13,0,0,0,10.79
M0038464,C002653,Email,2023-01-24,0,0,0,17.61
M0038465,C036911,Email,2024-06-29,0,1,0,12.14
M0038466,C047765,Push Notification,2024-11-18,0,0,1,17.42
M0038467,C036056,Push Notification,2023-06-07,1,1,1,21.45
M0038468,C000168,Push Notification,2023-02-27,0,0,0,3.03
M0038469,C039741,SMS,2024-11-25,0,0,0,9.71
M0038470,C016328,Email,2024-05-18,0,0,0,19.52
M0038471,C047909,SMS,2024-07-25,0,1,0,6.96
M0038472,C013190,Email,2023-12-07,0,0,0,4.4
M0038473,C031032,Push Notification,2025-05-26,0,0,0,5.63
M0038474,C000550,SMS,2023-02-20,0,0,0,16.35
M0038475,C039633,Email,2025-08-22,1,0,0,6.86
M0038476,C045207,Push Notification,2025-10-07,1,0,0,2.62
M0038477,C039409,Social Media,2023-08-01,1,0,0,13.44
M0038478,C004230,SMS,2024-02-07,0,0,0,7.46
M0038479,C040588,Push Notification,2024-04-01,1,0,0,2.96
M0038480,C049956,Email,2023-04-09,1,0,0,10.72
M0038481,C016971,Email,2024-10-02,0,0,0,9.36
M0038482,C018028,SMS,2025-02-10,0,0,0,11.2
M0038483,C017593,Email,2024-04-28,0,0,0,6.87
M0038484,C043885,Email,2024-08-01,0,0,0,18.9
M0038485,C008866,Push Notification,2025-02-10,0,0,0,17.85
M0038486,C024124,Push Notification,2025-11-06,0,0,0,6.44
M0038487,C006644,Social Media,2023-08-15,0,0,0,8.67
M0038488,C042655,Email,2024-10-18,0,0,0,19.52
M0038489,C044754,SMS,2024-08-06,0,0,0,4.31
M0038490,C022031,Email,2025-10-27,0,0,0,5.03
M0038491,C034486,Email,2024-09-13,1,0,0,10.9
M0038492,C022241,Email,2024-12-17,0,0,0,12.38
M0038493,C016195,Email,2024-06-29,0,0,0,21.31
M0038494,C013883,Email,2024-08-15,0,0,0,5.31
M0038495,C048341,Email,2024-12-17,1,0,0,12.8
M0038496,C008424,Email,2023-03-26,0,0,0,6.76
M0038497,C035691,Push Notification,2024-08-19,1,0,0,18.88
M0038498,C033075,Email,2025-11-03,1,0,0,14.89
M0038499,C038437,Push Notification,2025-12-26,1,0,0,18.85
M0038500,C018353,Email,2025-09-16,1,1,0,5.83
M0038501,C027133,Email,2025-10-16,1,0,0,2.61
M0038502,C004468,SMS,2025-12-02,1,1,0,21.44
M0038503,C042683,Email,2025-11-10,1,0,0,20.79
M0038504,C004642,Email,2023-10-26,0,0,0,5.01
M0038505,C000142,SMS,2025-06-03,0,0,0,17.7
M0038506,C008185,SMS,2025-11-29,0,0,0,3.98
M0038507,C004699,Email,2023-10-25,0,0,0,12.08
M0038508,C000303,Email,2024-07-27,1,0,0,14.14
M0038509,C002471,Social Media,2024-11-26,0,0,0,10.39
M0038510,C046338,Push Notification,2023-12-25,0,0,0,4.42
M0038511,C035390,Email,2023-11-27,0,1,0,11.01
M0038512,C019162,Email,2023-11-27,0,0,0,19.15
M0038513,C046326,SMS,2024-02-20,0,0,0,18.93
M0038514,C048651,Email,2025-01-28,1,0,0,9.15
M0038515,C001495,Email,2024-01-12,0,0,1,4.92
M0038516,C003976,Email,2024-05-10,1,0,0,21.45
M0038517,C007153,SMS,2024-01-15,0,1,0,15.01
M0038518,C023826,Email,2023-05-10,1,0,0,7.76
M0038519,C032016,Email,2023-11-06,0,0,0,9.74
M0038520,C046287,Push Notification,2024-08-14,0,0,0,12.37
M0038521,C001233,Push Notification,2024-08-18,1,1,1,6.37
M0038522,C017352,Email,2025-05-29,1,0,0,1.27
M0038523,C048573,Email,2025-09-18,0,0,0,2.85
M0038524,C004415,Email,2024-11-27,1,0,0,11.35
M0038525,C048865,SMS,2025-01-20,1,0,0,13.15
M0038526,C007918,SMS,2024-02-22,0,0,0,6.14
M0038527,C009906,Email,2025-01-20,0,0,0,2.23
M0038528,C030706,Social Media,2023-03-31,1,1,0,5.24
M0038529,C034556,Email,2024-10-16,0,0,0,9.41
M0038530,C038460,SMS,2025-04-23,0,0,0,15.34
M0038531,C004446,Email,2024-06-18,0,0,0,2.98
M0038532,C041139,SMS,2024-06-23,0,0,0,3.23
M0038533,C047854,Push Notification,2024-05-06,1,0,0,5.93
M0038534,C046381,Email,2025-06-10,1,0,0,11.11
M0038535,C017977,Email,2025-03-25,1,0,0,8.58
M0038536,C048507,Email,2024-10-06,0,0,0,16.07
M0038537,C027680,Push Notification,2023-03-07,0,0,0,8.53
M0038538,C037893,SMS,2024-05-02,1,0,0,6.31
M0038539,C036884,Push Notification,2023-10-24,0,0,0,16.5
M0038540,C042095,Push Notification,2025-04-26,0,0,0,6.39
M0038541,C049181,SMS,2023-08-02,0,0,0,20.74
M0038542,C006626,Email,2024-08-03,0,0,0,13.41
M0038543,C002915,Push Notification,2025-05-13,0,1,0,15.99
M0038544,C014402,Push Notification,2025-11-04,1,0,0,2.37
M0038545,C049814,SMS,2023-05-13,0,0,0,7.79
M0038546,C047163,SMS,2025-04-22,1,0,0,6.55
M0038547,C040631,SMS,2023-12-15,0,1,1,7.52
M0038548,C044815,Social Media,2023-06-12,0,0,0,16.53
M0038549,C026195,Social Media,2025-07-21,0,0,0,20.23
M0038550,C042617,Email,2025-07-06,1,0,0,10.49
M0038551,C036221,Email,2023-10-30,0,1,0,1.09
M0038552,C040089,Email,2025-03-05,0,0,0,16.2
M0038553,C020029,Email,2023-11-11,1,0,0,10.48
M0038554,C007914,Push Notification,2023-11-26,0,0,0,5.22
M0038555,C043202,Email,2023-10-08,0,0,0,17.94
M0038556,C024978,Email,2024-07-16,0,0,0,0.87
M0038557,C014528,Push Notification,2023-09-17,1,1,0,21.15
M0038558,C007860,Push Notification,2025-02-25,0,1,0,11.37
M0038559,C046569,Email,2024-11-22,0,0,0,21.64
M0038560,C022188,Push Notification,2023-07-26,0,0,0,5.77
M0038561,C011449,SMS,2025-11-27,0,0,0,18.29
M0038562,C032430,Social Media,2024-05-29,1,0,0,7.03
M0038563,C043999,Email,2024-05-18,1,1,0,10.88
M0038564,C024114,Push Notification,2023-08-28,0,0,0,11.44
M0038565,C016104,Email,2023-10-23,1,0,0,19.06
M0038566,C026153,Push Notification,2023-01-21,0,0,0,4.23
M0038567,C002087,Email,2024-01-03,0,0,0,12.04
M0038568,C034895,Email,2024-07-31,0,0,1,6.9
M0038569,C037669,Email,2025-12-21,1,0,1,15.99
M0038570,C044952,Email,2024-04-05,1,0,1,12.22
M0038571,C020016,SMS,2023-05-24,0,0,0,14.52
M0038572,C010302,Push Notification,2023-01-25,0,0,0,5.63
M0038573,C026579,Social Media,2025-07-10,0,0,0,3.65
M0038574,C021784,Email,2023-12-16,0,0,0,8.35
M0038575,C035202,Push Notification,2024-12-07,0,0,0,8.95
M0038576,C018586,Push Notification,2024-12-27,0,0,0,10.39
M0038577,C004493,Push Notification,2024-12-08,0,0,0,6.76
M0038578,C029497,Social Media,2023-11-23,0,0,0,8.63
M0038579,C039262,Email,2024-11-27,0,0,0,19.45
M0038580,C009351,Push Notification,2023-04-03,0,0,0,20.23
M0038581,C031853,Email,2024-02-28,0,0,0,13.57
M0038582,C003159,Email,2025-02-16,0,0,0,19.4
M0038583,C021202,Push Notification,2025-02-13,1,0,0,8.86
M0038584,C046447,Push Notification,2024-02-14,1,0,0,2.67
M0038585,C048392,Email,2023-08-02,0,0,0,18.36
M0038586,C000631,Email,2023-07-17,0,0,0,5.63
M0038587,C047024,SMS,2025-12-05,0,0,0,16.2
M0038588,C045124,Email,2023-08-05,0,0,0,7.3
M0038589,C045176,SMS,2025-04-09,0,0,0,21.71
M0038590,C004102,SMS,2023-11-09,0,0,0,2.55
M0038591,C034809,SMS,2024-03-23,0,0,0,13.08
M0038592,C049272,Push Notification,2024-09-30,0,0,0,19.84
M0038593,C048556,Push Notification,2023-10-30,0,1,1,1.81
M0038594,C007247,Email,2024-02-10,1,1,0,4.52
M0038595,C027251,SMS,2023-11-30,1,0,0,18.99
M0038596,C030503,Push Notification,2025-01-24,0,0,0,2.42
M0038597,C004260,Push Notification,2024-10-30,0,0,0,20.23
M0038598,C016796,Email,2023-03-08,0,0,1,5.85
M0038599,C039844,Email,2024-12-26,0,0,1,11.33
M0038600,C027263,Push Notification,2024-05-28,0,0,0,4.97
M0038601,C022467,SMS,2023-01-13,0,1,1,12.77
M0038602,C037557,SMS,2023-10-29,0,0,0,4.54
M0038603,C002809,Push Notification,2023-07-18,0,1,1,18.43
M0038604,C017587,Push Notification,2025-10-11,0,0,0,6.22
M0038605,C044961,Push Notification,2025-10-06,1,0,0,18.6
M0038606,C030090,Email,2025-04-15,0,0,0,11.16
M0038607,C005678,Email,2023-03-18,0,0,0,20.85
M0038608,C004936,SMS,2023-02-04,1,0,0,21.73
M0038609,C029974,SMS,2024-05-31,0,0,0,5.4
M0038610,C044570,SMS,2024-05-21,0,0,0,3.85
M0038611,C010607,Email,2024-09-20,1,0,0,15.18
M0038612,C008570,SMS,2023-09-19,0,0,0,12.15
M0038613,C042921,Social Media,2024-03-31,0,1,0,4.44
M0038614,C022333,Email,2025-08-01,1,0,0,1.35
M0038615,C039934,Push Notification,2023-07-26,0,0,0,20.98
M0038616,C041138,Push Notification,2024-02-10,0,0,0,4.89
M0038617,C031641,Push Notification,2025-04-30,0,0,1,18.1
M0038618,C018265,Push Notification,2024-10-15,0,0,0,3.35
M0038619,C020894,Push Notification,2025-05-31,0,0,0,4.42
M0038620,C006042,SMS,2025-11-01,0,0,0,9.42
M0038621,C000484,Email,2024-04-15,1,1,0,6.64
M0038622,C025750,Email,2024-05-09,0,0,0,8.7
M0038623,C010291,Email,2023-09-28,0,0,0,3.76
M0038624,C023558,SMS,2023-06-08,0,0,0,13.8
M0038625,C018791,Email,2023-02-04,0,0,0,5.34
M0038626,C002467,Push Notification,2025-10-03,0,0,0,14.16
M0038627,C008307,Email,2025-04-19,0,1,1,18.34
M0038628,C040309,Email,2025-07-17,1,0,0,3.33
M0038629,C029310,Email,2025-09-17,0,1,0,19.32
M0038630,C020970,Email,2024-07-02,0,0,0,13.0
M0038631,C049882,Email,2023-04-23,1,1,0,6.79
M0038632,C042656,SMS,2024-10-17,0,0,0,9.1
M0038633,C022983,Email,2025-06-03,0,0,0,19.71
M0038634,C016303,Push Notification,2023-11-09,0,1,0,6.76
M0038635,C016827,SMS,2023-06-30,0,0,0,15.64
M0038636,C014776,Email,2023-08-31,0,0,0,6.14
M0038637,C039202,Push Notification,2023-08-23,0,0,0,20.45
M0038638,C011287,Email,2024-05-30,0,0,0,16.67
M0038639,C043334,SMS,2024-03-27,0,1,0,15.57
M0038640,C024659,Email,2024-10-07,0,0,0,2.74
M0038641,C049241,Social Media,2024-01-13,1,0,0,13.89
M0038642,C018887,Email,2025-04-26,1,0,0,8.77
M0038643,C017426,Push Notification,2025-11-21,0,0,0,16.03
M0038644,C011848,Email,2024-10-05,0,0,0,15.17
M0038645,C037542,Email,2025-12-11,0,0,0,2.82
M0038646,C024512,Push Notification,2024-10-06,0,0,0,14.59
M0038647,C008855,SMS,2023-07-10,0,0,0,19.6
M0038648,C020921,Email,2023-04-10,0,0,0,21.55
M0038649,C045609,Push Notification,2024-02-18,0,0,0,17.95
M0038650,C037150,Social Media,2025-07-06,0,1,0,13.36
M0038651,C019612,Email,2023-09-08,0,0,0,12.99
M0038652,C009770,Email,2023-12-21,0,0,0,5.28
M0038653,C012751,Email,2025-11-01,1,1,0,18.7
M0038654,C025350,Email,2024-02-15,0,0,0,0.96
M0038655,C013211,Social Media,2023-07-26,1,0,1,15.71
M0038656,C008438,Email,2025-01-28,0,0,0,17.01
M0038657,C025406,Push Notification,2023-12-10,1,1,0,10.26
M0038658,C003202,SMS,2024-04-20,0,0,0,20.87
M0038659,C000782,SMS,2023-07-25,0,0,0,20.91
M0038660,C012203,SMS,2024-09-10,0,0,0,13.53
M0038661,C035769,Email,2024-08-23,1,0,0,1.09
M0038662,C038128,Push Notification,2024-04-17,1,1,0,14.93
M0038663,C016935,SMS,2024-11-17,0,0,0,17.75
M0038664,C033374,SMS,2025-11-13,0,0,1,5.93
M0038665,C012014,SMS,2024-08-03,1,0,0,12.26
M0038666,C010758,Push Notification,2024-05-30,0,0,0,10.62
M0038667,C043020,Email,2025-06-14,0,0,0,14.41
M0038668,C028321,Email,2025-02-15,1,0,0,8.65
M0038669,C030094,Push Notification,2025-02-14,0,0,0,10.71
M0038670,C016354,Social Media,2024-03-30,0,0,0,9.19
M0038671,C032945,SMS,2024-10-08,0,0,0,3.66
M0038672,C030948,Social Media,2024-09-05,1,0,1,8.33
M0038673,C028271,SMS,2023-01-11,1,0,0,11.73
M0038674,C042198,Social Media,2023-11-24,0,1,0,13.64
M0038675,C039490,Email,2025-09-08,0,0,0,4.1
M0038676,C033470,Email,2023-06-13,0,0,0,4.01
M0038677,C023988,Email,2025-01-19,0,0,0,14.1
M0038678,C000270,Push Notification,2023-03-27,0,0,0,15.36
M0038679,C027340,Push Notification,2024-08-24,0,0,0,15.26
M0038680,C023628,Email,2024-12-22,1,0,0,17.88
M0038681,C032282,Email,2025-12-09,0,0,0,11.79
M0038682,C023223,Email,2024-06-01,0,0,0,10.32
M0038683,C003721,Email,2023-02-26,0,0,0,12.48
M0038684,C030373,Push Notification,2025-08-02,0,0,0,20.87
M0038685,C042254,Email,2024-06-04,0,0,0,15.89
M0038686,C002993,SMS,2024-11-02,0,0,0,2.71
M0038687,C028497,SMS,2025-06-25,0,1,1,18.01
M0038688,C014757,Push Notification,2025-01-04,0,0,0,15.77
M0038689,C029118,Email,2023-04-04,1,0,0,10.48
M0038690,C019743,SMS,2024-02-23,1,0,0,2.55
M0038691,C019606,SMS,2023-02-07,1,1,0,13.81
M0038692,C012313,Push Notification,2025-07-02,0,0,0,21.56
M0038693,C000005,Email,2024-05-03,0,1,1,16.51
M0038694,C004473,Email,2024-09-24,0,0,0,3.63
M0038695,C005965,SMS,2024-07-23,1,0,0,5.98
M0038696,C049552,Push Notification,2024-04-30,1,0,0,17.7
M0038697,C042877,Email,2025-12-23,0,0,0,8.04
M0038698,C030171,Social Media,2023-07-22,0,0,0,8.5
M0038699,C043879,Push Notification,2023-08-07,0,1,0,3.39
M0038700,C024141,Social Media,2025-10-29,0,0,0,2.85
M0038701,C047336,SMS,2025-05-24,0,0,0,5.99
M0038702,C042146,Push Notification,2025-08-13,1,0,0,17.86
M0038703,C001052,Email,2023-08-10,0,1,0,9.95
M0038704,C041536,SMS,2024-10-24,0,0,0,9.63
M0038705,C033560,Email,2023-09-30,1,0,0,3.62
M0038706,C024032,Email,2023-04-21,0,0,0,2.74
M0038707,C005455,Email,2023-09-08,0,0,0,19.99
M0038708,C040173,Push Notification,2025-05-18,1,0,0,1.99
M0038709,C017088,Social Media,2024-02-24,0,0,0,1.29
M0038710,C025875,SMS,2023-06-15,0,0,0,20.08
M0038711,C032751,Email,2023-09-20,0,0,0,9.38
M0038712,C036449,SMS,2024-10-06,1,0,0,17.78
M0038713,C019567,Push Notification,2023-10-13,0,0,0,20.37
M0038714,C018069,Push Notification,2025-11-14,0,0,0,19.85
M0038715,C021777,SMS,2024-09-19,0,1,0,18.38
M0038716,C020900,Email,2025-03-24,0,0,1,2.55
M0038717,C018366,Email,2023-05-13,0,0,0,18.68
M0038718,C001037,Push Notification,2025-07-26,1,1,0,6.32
M0038719,C034411,Social Media,2024-03-12,1,0,0,8.94
M0038720,C013551,SMS,2023-02-20,0,0,0,1.83
M0038721,C038593,Email,2023-02-27,0,0,0,13.9
M0038722,C044009,SMS,2023-04-20,0,0,0,5.43
M0038723,C041717,Email,2025-06-03,0,0,0,16.22
M0038724,C017473,Email,2025-12-09,1,0,0,20.98
M0038725,C000268,Push Notification,2024-09-23,1,0,0,11.69
M0038726,C022638,Email,2025-12-27,0,0,0,21.62
M0038727,C005019,SMS,2025-01-28,0,0,0,8.56
M0038728,C045059,Social Media,2025-01-08,0,0,0,19.16
M0038729,C033478,Email,2023-05-13,0,0,1,11.93
M0038730,C032477,Push Notification,2024-10-19,0,0,0,10.23
M0038731,C003832,Social Media,2023-01-27,0,0,0,10.06
M0038732,C024100,SMS,2025-05-17,0,0,0,6.69
M0038733,C045587,Email,2023-08-10,0,0,1,16.94
M0038734,C036904,Email,2023-01-07,0,0,0,17.82
M0038735,C009965,Push Notification,2025-07-14,1,0,0,11.21
M0038736,C039266,Social Media,2023-02-10,0,1,0,6.19
M0038737,C040345,SMS,2024-08-09,0,0,0,21.16
M0038738,C046509,Social Media,2024-05-20,1,0,0,17.75
M0038739,C032439,SMS,2025-09-24,0,0,0,11.69
M0038740,C003269,Push Notification,2025-06-06,0,0,0,1.74
M0038741,C036212,Push Notification,2025-02-16,0,0,0,21.85
M0038742,C020157,Email,2025-09-21,0,0,0,9.64
M0038743,C025913,Push Notification,2023-12-30,1,0,0,6.21
M0038744,C044229,Push Notification,2024-05-18,1,0,0,9.8
M0038745,C032220,Email,2023-11-15,0,0,0,6.03
M0038746,C017735,SMS,2025-08-26,0,0,0,15.76
M0038747,C019730,Email,2025-11-24,0,0,0,12.31
M0038748,C002491,Push Notification,2024-07-22,0,0,0,21.1
M0038749,C031687,Email,2023-10-19,0,1,0,1.17
M0038750,C006952,Social Media,2024-03-08,1,0,0,17.06
M0038751,C011083,Push Notification,2025-02-17,0,0,0,4.32
M0038752,C041185,Push Notification,2024-03-27,1,1,0,15.42
M0038753,C026075,Email,2024-05-11,0,1,0,18.34
M0038754,C036403,Email,2023-07-23,0,0,0,13.7
M0038755,C040202,Social Media,2023-10-22,0,0,0,18.29
M0038756,C036227,Push Notification,2024-09-18,1,0,0,5.88
M0038757,C037481,Email,2023-02-22,0,0,0,8.15
