Customer_ID,Gender,Age,Marital_Status,City,State,Income_Bracket,Annual_Income,Occupation,Customer_Segment,Signup_Date,Loyalty_Tier,Preferred_Channel,App_User_Flag,Credit_Score,Household_Size,Tenure_Months,Last_Login_Days_Ago
C030272,Male,57,Single,Kerala City 1,Kerala,High,1497867.0,Salaried,Regular,2025-09-26,Bronze,Physical Store,1,716,5,13,17
C030273,Male,29,Married,West Bengal City 1,West Bengal,Medium,1051103.0,Self Employed,Value Seeker,2017-06-14,Silver,Mobile App,1,738,1,11,0
C030274,Female,52,Single,Uttar Pradesh City 1,Uttar Pradesh,High,1447414.0,Self Employed,Value Seeker,2019-05-31,Bronze,Mobile App,0,664,2,10,48
C030275,Male,18,Single,Kerala City 2,Kerala,Low,414462.0,,Regular,2020-07-11,Bronze,Mobile App,1,578,4,21,41
C030276,Female,48,Single,Karnataka City 1,Karnataka,Medium,811721.0,Salaried,Value Seeker,2019-03-22,Bronze,Website,0,750,2,62,65
C030277,Female,41,Married,West Bengal City 1,West Bengal,High,1378344.0,Salaried,Premium,2025-07-07,Bronze,Physical Store,1,709,2,73,31
C030278,Male,21,Single,Maharashtra City 2,Maharashtra,High,1806698.0,Salaried,Value Seeker,2022-12-09,Silver,Mobile App,0,702,2,79,1
C030279,Male,30,Married,West Bengal City 2,West Bengal,Medium,1324350.0,Salaried,Premium,2019-02-14,Bronze,Mobile App,0,709,4,66,57
C030280,Male,22,Married,Maharashtra City 3,Maharashtra,Very High,4306554.0,Retired,Value Seeker,2019-01-31,Gold,Mobile App,1,802,2,34,27
C030281,Female,37,Single,Rajasthan City 2,Rajasthan,Medium,950799.0,Salaried,Regular,2019-01-01,Silver,Mobile App,1,744,5,96,26
C030282,Female,39,Married,Tamil Nadu City 2,Tamil Nadu,Medium,1029920.0,Student,Deal Hunter,2022-03-10,Bronze,Website,0,706,1,80,30
C030283,Female,52,Married,Maharashtra City 2,Maharashtra,Low,424253.0,Student,Value Seeker,2024-03-23,Gold,Website,1,685,3,84,4
C030284,Female,40,Single,Telangana City 3,Telangana,Low,365697.0,,Regular,2020-12-10,Bronze,Website,1,701,4,63,41
C030285,Male,42,Single,Gujarat City 3,Gujarat,Medium,707796.0,Self Employed,Premium,2020-09-21,Silver,Physical Store,0,718,4,83,23
C030286,Female,18,Single,Tamil Nadu City 1,Tamil Nadu,Low,481764.0,Self Employed,Regular,2020-06-25,Gold,Website,1,835,1,84,161
C030287,Female,48,Single,West Bengal City 2,West Bengal,Low,313063.0,Salaried,Regular,2016-08-09,Bronze,Mobile App,0,681,4,56,48
C030288,Male,38,Single,Tamil Nadu City 1,Tamil Nadu,High,1304882.0,Salaried,Value Seeker,2021-04-04,Bronze,Mobile App,0,567,2,76,91
C030289,Female,27,Single,West Bengal City 2,West Bengal,Medium,452661.0,Salaried,Regular,2022-03-23,Gold,Website,0,734,2,14,245
C030290,Male,36,Married,Karnataka City 1,Karnataka,Low,430524.0,Homemaker,Value Seeker,2017-12-21,Bronze,Mobile App,1,627,3,94,37
C030291,Female,33,Married,Maharashtra City 3,Maharashtra,Low,,Student,Premium,2017-02-07,Silver,Website,1,741,3,58,44
C030292,Male,40,Married,Maharashtra City 1,Maharashtra,,2110368.0,Student,Deal Hunter,2017-08-04,Bronze,Mobile App,0,682,4,91,34
C030293,Male,61,Single,Karnataka City 2,Karnataka,Low,312327.0,Student,Premium,2021-07-30,Gold,Website,1,695,2,95,40
C030294,Female,43,Married,Telangana City 2,Telangana,Medium,1097156.0,Retired,Deal Hunter,2021-12-25,Silver,Mobile App,0,720,3,53,52
C030295,Male,39,Married,Karnataka City 2,Karnataka,Medium,413643.0,Salaried,Value Seeker,2018-04-16,Bronze,Website,0,648,5,81,37
C030296,Female,34,Single,West Bengal City 2,West Bengal,Very High,4280627.0,Student,Regular,2022-12-31,Silver,Website,1,738,1,54,57
C030297,Male,32,Married,Karnataka City 1,Karnataka,,760195.0,Salaried,Regular,2018-10-08,Bronze,Mobile App,1,809,1,117,94
C030298,Male,36,Married,Karnataka City 1,Karnataka,Low,321373.0,Student,Premium,2017-08-10,Silver,Website,1,764,3,79,0
C030299,Male,37,Married,Gujarat City 3,Gujarat,High,1821027.0,Salaried,Value Seeker,2016-05-05,Silver,Website,1,742,3,118,7
C030300,Female,27,Married,Tamil Nadu City 3,Tamil Nadu,Medium,692617.0,Salaried,Regular,2022-07-14,Bronze,Physical Store,0,640,1,9,153
C030301,Female,35,Married,Telangana City 2,Telangana,Medium,1286297.0,Salaried,Value Seeker,2024-12-17,Bronze,Website,0,720,5,42,63
C030302,Male,32,Married,Telangana City 1,Telangana,Medium,946376.0,Salaried,Deal Hunter,2022-04-06,Bronze,Mobile App,1,768,3,57,32
C030303,Female,32,Single,Delhi City 3,Delhi,Medium,873404.0,Salaried,Value Seeker,2017-05-30,Bronze,Mobile App,0,631,2,8,67
C030304,Male,39,Single,Gujarat City 1,Gujarat,Medium,1032423.0,Salaried,Deal Hunter,2019-09-15,Bronze,Website,0,681,6,108,91
C030305,Male,40,Single,Maharashtra City 2,Maharashtra,High,1500085.0,Salaried,Regular,2025-07-26,Gold,Mobile App,1,843,4,115,123
C030306,Male,33,Single,Maharashtra City 2,Maharashtra,Very High,4304767.0,Salaried,Regular,2025-10-15,Silver,Physical Store,1,736,5,29,225
C030307,Female,38,Single,West Bengal City 2,West Bengal,Low,354809.0,Self Employed,Premium,2025-07-26,Silver,Physical Store,1,619,1,16,8
C030308,Female,35,Single,Delhi City 1,Delhi,Medium,1199654.0,Retired,Premium,2025-09-13,Bronze,Mobile App,0,582,2,114,106
C030309,Male,54,Married,Karnataka City 3,Karnataka,High,1019162.0,Salaried,Regular,2021-05-28,Bronze,Physical Store,0,660,4,108,87
C030310,Male,40,Married,Maharashtra City 1,Maharashtra,,1493864.0,Self Employed,Premium,2016-10-05,Silver,Mobile App,1,635,5,9,0
C030311,Female,41,Married,Gujarat City 1,Gujarat,Medium,600293.0,Salaried,Premium,2022-04-20,Silver,Physical Store,1,710,3,113,36
C030312,Female,32,Married,Maharashtra City 1,Maharashtra,Low,446433.0,Salaried,Regular,2019-07-29,Silver,Mobile App,0,811,5,115,142
C030313,Male,31,Single,Kerala City 1,Kerala,Medium,740106.0,Homemaker,Value Seeker,2016-04-25,Silver,Mobile App,0,707,5,106,19
C030314,Male,22,Single,Gujarat City 2,Gujarat,Low,353234.0,Retired,Value Seeker,2025-02-12,Bronze,Mobile App,1,686,4,82,90
C030315,Male,43,Single,Karnataka City 3,Karnataka,High,2198037.0,Salaried,Premium,2016-09-10,Gold,Physical Store,1,775,1,110,0
C030316,Female,40,Married,Telangana City 2,Telangana,Low,208987.0,Salaried,Premium,2025-02-15,Platinum,Website,1,792,5,13,62
C030317,Male,52,Single,Kerala City 3,Kerala,,832693.0,Salaried,Value Seeker,2020-05-19,Bronze,Physical Store,0,571,3,9,111
C030318,Female,18,Single,Delhi City 3,Delhi,Medium,730193.0,Self Employed,Regular,2019-03-15,Bronze,Mobile App,1,607,3,12,23
C030319,Male,41,Single,Telangana City 3,Telangana,High,1494254.0,Self Employed,Premium,2023-05-12,Bronze,Website,1,767,4,48,26
C030320,Male,43,Divorced,Gujarat City 2,Gujarat,Medium,823146.0,Salaried,Regular,2017-08-03,Silver,Mobile App,0,690,3,36,41
C030321,Female,25,Married,Telangana City 3,Telangana,Very High,4994842.0,Salaried,Value Seeker,2017-04-07,Bronze,Website,0,615,4,98,38
C030322,Male,45,Single,Maharashtra City 1,Maharashtra,Medium,904400.0,Self Employed,Value Seeker,2021-09-01,Silver,Mobile App,0,780,6,20,3
C030323,Male,30,Married,Delhi City 1,Delhi,Medium,873801.0,Salaried,Regular,2017-02-11,Gold,Website,1,684,2,94,24
C030324,Female,37,Married,West Bengal City 1,West Bengal,Low,200438.0,Homemaker,Regular,2018-03-19,Gold,Mobile App,0,850,2,47,30
C030325,Male,41,Single,Gujarat City 3,Gujarat,Low,312558.0,Retired,Regular,2024-03-02,Bronze,Mobile App,0,656,4,107,74
C030326,Male,59,Married,Uttar Pradesh City 2,Uttar Pradesh,High,2101894.0,Self Employed,Regular,2023-11-28,Silver,Mobile App,1,815,2,93,6
C030327,Male,18,Single,Karnataka City 3,Karnataka,Medium,644414.0,Self Employed,Deal Hunter,2025-12-02,Gold,Website,0,581,2,56,10
C030328,Female,26,Married,Telangana City 2,Telangana,High,2190050.0,Salaried,Regular,2023-07-13,Bronze,Website,0,683,4,19,168
C030329,Male,27,Single,Karnataka City 3,Karnataka,Medium,639895.0,Self Employed,Premium,2018-12-12,Bronze,Website,1,635,2,29,91
C030330,Female,35,Married,Maharashtra City 1,Maharashtra,Medium,,Homemaker,Regular,2024-02-20,Bronze,Website,0,796,6,45,40
C030331,Male,42,Single,Tamil Nadu City 2,Tamil Nadu,Medium,853893.0,Self Employed,Regular,2019-04-12,Silver,Physical Store,0,596,4,18,45
C030332,Female,23,Single,Tamil Nadu City 1,Tamil Nadu,Medium,811431.0,Student,Regular,2022-10-03,Bronze,Mobile App,0,747,6,14,139
C030333,Female,25,Married,Rajasthan City 1,Rajasthan,Medium,1015126.0,Salaried,Value Seeker,2023-10-04,Silver,Mobile App,0,723,6,40,47
C030334,Female,27,Single,Tamil Nadu City 3,Tamil Nadu,Medium,731082.0,Self Employed,Value Seeker,2020-10-16,Platinum,Mobile App,1,747,4,91,11
C030335,Male,40,Single,Rajasthan City 1,Rajasthan,Medium,,Homemaker,Deal Hunter,2019-04-08,Bronze,Mobile App,1,746,2,58,84
C030336,Male,22,Married,Gujarat City 2,Gujarat,Low,406380.0,Salaried,Premium,2017-10-29,Bronze,Physical Store,1,713,3,49,51
C030337,Male,45,Married,Telangana City 1,Telangana,High,1061248.0,,Regular,2019-07-23,Bronze,Physical Store,0,702,5,59,38
C030338,Male,50,Single,Karnataka City 1,Karnataka,Medium,1012884.0,Retired,Value Seeker,2025-06-24,Silver,Physical Store,1,653,3,58,0
C030339,Male,40,Single,West Bengal City 2,West Bengal,High,1686228.0,Student,Regular,2020-05-05,Silver,Physical Store,1,669,3,37,21
C030340,Female,34,Single,Rajasthan City 1,Rajasthan,Low,199554.0,Self Employed,Regular,2023-03-11,Bronze,Website,0,794,6,24,140
C030341,Male,36,Married,Maharashtra City 1,Maharashtra,Low,275515.0,Retired,Regular,2018-04-19,Bronze,Website,0,621,5,3,41
C030342,Other,32,Single,Telangana City 1,Telangana,Medium,838013.0,Salaried,Value Seeker,2020-06-22,Gold,Physical Store,1,638,4,27,36
C030343,Male,45,Married,Gujarat City 2,Gujarat,Medium,817821.0,Salaried,Regular,2023-07-14,Silver,Mobile App,1,709,3,91,14
C030344,Female,30,Married,Karnataka City 1,Karnataka,Low,403094.0,Salaried,Premium,2019-12-11,Silver,Website,1,534,2,109,0
C030345,Female,27,Single,Delhi City 3,Delhi,Medium,901743.0,Salaried,Regular,2020-04-21,Bronze,Website,1,647,1,87,34
C030346,Male,37,Married,Delhi City 2,Delhi,Very High,3315672.0,Salaried,Value Seeker,2018-11-05,Bronze,Mobile App,0,730,4,103,81
C030347,Female,29,Single,Kerala City 1,Kerala,High,1150560.0,Self Employed,Premium,2024-05-05,Silver,Mobile App,0,755,4,17,11
C030348,Female,34,Married,Uttar Pradesh City 2,Uttar Pradesh,Low,352019.0,Self Employed,Value Seeker,2024-07-13,Bronze,Website,1,702,4,59,29
C030349,Male,41,Married,West Bengal City 3,West Bengal,Medium,703819.0,Salaried,Regular,2018-03-20,Bronze,Website,1,587,4,19,38
C030350,Male,44,Single,Maharashtra City 1,Maharashtra,Medium,1419912.0,Salaried,Premium,2023-08-14,Bronze,Physical Store,0,654,4,83,31
C030351,Male,18,Married,West Bengal City 3,West Bengal,Medium,571339.0,Self Employed,Value Seeker,2020-09-09,Bronze,Website,0,638,3,63,54
C030352,Male,24,Married,Tamil Nadu City 2,Tamil Nadu,Very High,2330631.0,Homemaker,Regular,2019-08-28,Bronze,Website,0,564,1,115,95
C030353,Female,45,Single,Kerala City 2,Kerala,Medium,716830.0,Student,Deal Hunter,2023-02-05,Silver,Website,1,705,2,86,0
C030354,Female,45,Married,Tamil Nadu City 1,Tamil Nadu,High,1521877.0,Self Employed,Value Seeker,2020-03-06,Silver,Website,1,740,5,111,40
C030355,Female,31,Married,Tamil Nadu City 1,Tamil Nadu,Medium,936440.0,Salaried,Regular,2019-08-25,Silver,Website,0,706,2,24,24
C030356,Male,19,Married,Maharashtra City 3,Maharashtra,Very High,3195090.0,Homemaker,Regular,2024-04-09,Bronze,Physical Store,0,603,4,21,37
C030357,Female,25,Married,West Bengal City 1,West Bengal,Medium,738555.0,Salaried,Deal Hunter,2025-05-08,Bronze,Physical Store,0,571,4,24,139
C030358,Male,29,Married,West Bengal City 1,West Bengal,Medium,639932.0,Salaried,Value Seeker,2018-07-31,Silver,Website,0,769,3,72,149
C030359,Male,36,Married,Karnataka City 1,Karnataka,Medium,1035449.0,Salaried,Premium,2018-02-26,Bronze,Mobile App,0,621,5,7,38
C030360,Male,33,Single,Uttar Pradesh City 2,Uttar Pradesh,Medium,726833.0,Self Employed,Premium,2022-09-21,Bronze,Physical Store,0,676,2,108,31
C030361,Male,32,Married,Maharashtra City 2,Maharashtra,Medium,589494.0,Self Employed,Deal Hunter,2023-04-09,Gold,Mobile App,0,735,2,18,1
C030362,Female,40,Married,Tamil Nadu City 2,Tamil Nadu,Medium,763408.0,Salaried,Premium,2023-11-29,Bronze,Website,0,597,2,98,103
C030363,Other,37,Single,Rajasthan City 1,Rajasthan,Medium,736765.0,Salaried,Deal Hunter,2022-01-26,Bronze,Mobile App,1,777,1,26,35
C030364,Female,58,Married,Karnataka City 2,Karnataka,Medium,671764.0,Self Employed,Premium,2017-01-30,Bronze,Website,0,776,3,40,32
C030365,Female,44,Divorced,Gujarat City 2,Gujarat,Medium,993918.0,Self Employed,Deal Hunter,2024-06-17,Silver,Mobile App,1,808,5,23,0
C030366,Female,19,Single,Karnataka City 2,Karnataka,Low,329476.0,Salaried,Value Seeker,2017-06-28,Bronze,Website,1,779,3,90,72
C030367,Female,32,Single,Karnataka City 3,Karnataka,Medium,1062459.0,Self Employed,Premium,2018-10-14,Gold,Physical Store,1,577,2,25,76
C030368,Female,21,Married,Gujarat City 3,Gujarat,Very High,2219673.0,Self Employed,Regular,2019-11-11,Silver,Website,0,743,3,83,203
C030369,Female,27,Married,Karnataka City 2,Karnataka,Medium,712065.0,Salaried,Value Seeker,2016-04-23,Bronze,Website,1,706,2,33,23
C030370,Male,39,Single,Maharashtra City 1,Maharashtra,Medium,808408.0,Self Employed,Premium,2021-06-24,Bronze,Mobile App,1,670,3,12,35
C030371,Male,33,Single,Tamil Nadu City 2,Tamil Nadu,Very High,3104425.0,,Regular,2021-11-27,Bronze,Mobile App,0,648,3,112,39
C030372,Male,53,Single,Telangana City 2,Telangana,High,1938989.0,Student,Premium,2021-10-19,Gold,Physical Store,0,672,2,39,136
C030373,Male,44,Married,Kerala City 3,Kerala,Medium,669745.0,,Regular,2025-05-06,Gold,Mobile App,0,732,3,19,27
C030374,Other,24,Married,Karnataka City 3,Karnataka,Medium,879076.0,Salaried,Deal Hunter,2025-06-02,Silver,Website,1,739,1,49,29
C030375,Female,44,Single,Karnataka City 2,Karnataka,High,1530891.0,,Regular,2023-07-11,Gold,Physical Store,0,850,2,14,38
C030376,Male,28,Married,Maharashtra City 2,Maharashtra,Low,388474.0,Salaried,Regular,2019-12-24,Silver,Website,0,721,2,53,34
C030377,Male,48,Married,Telangana City 2,Telangana,High,2192761.0,Self Employed,Value Seeker,2023-04-16,Bronze,Mobile App,0,654,3,3,89
C030378,Male,37,Single,Tamil Nadu City 2,Tamil Nadu,,487520.0,Salaried,Regular,2020-06-16,Bronze,Website,1,737,3,14,134
C030379,Female,54,Married,Karnataka City 2,Karnataka,Medium,1065491.0,Self Employed,Value Seeker,2018-08-13,Bronze,Physical Store,0,730,3,107,94
C030380,Male,23,Married,Tamil Nadu City 2,Tamil Nadu,High,1384972.0,Homemaker,Deal Hunter,2022-11-10,Gold,Website,0,686,2,64,8
C030381,Female,48,Married,Tamil Nadu City 3,Tamil Nadu,Medium,1118100.0,Salaried,Premium,2017-12-16,Bronze,Mobile App,1,546,4,18,127
C030382,Female,36,Single,Tamil Nadu City 3,Tamil Nadu,Medium,897620.0,Homemaker,Premium,2022-05-12,Silver,Physical Store,1,789,5,52,26
C030383,Male,47,Married,Gujarat City 1,Gujarat,High,2076455.0,,Regular,2023-07-18,Bronze,Website,0,597,1,20,99
C030384,Female,37,Single,West Bengal City 1,West Bengal,Low,449578.0,Salaried,Deal Hunter,2025-11-18,Gold,Website,1,850,1,59,13
C030385,Male,54,Single,West Bengal City 2,West Bengal,Medium,747757.0,Salaried,Value Seeker,2018-09-30,Silver,Website,0,669,2,28,36
C030386,Male,40,Married,Karnataka City 3,Karnataka,Medium,990282.0,Salaried,Regular,2021-12-18,Bronze,Physical Store,1,702,3,11,63
C030387,Female,34,Married,Gujarat City 2,Gujarat,Low,280866.0,Student,Premium,2022-08-14,Bronze,Website,1,659,4,72,29
C030388,Female,24,Single,West Bengal City 3,West Bengal,Medium,398289.0,Salaried,Regular,2017-10-25,Bronze,Website,1,730,2,119,15
C030389,Male,26,Single,Karnataka City 2,Karnataka,Medium,963270.0,Self Employed,Regular,2021-12-03,Silver,Mobile App,0,611,2,96,21
C030390,Male,48,Married,West Bengal City 3,West Bengal,High,2257734.0,Salaried,Premium,2016-01-31,Bronze,Mobile App,1,662,4,20,61
C030391,Female,45,Single,Telangana City 2,Telangana,Medium,730340.0,Self Employed,Regular,2023-11-22,Bronze,Physical Store,0,576,2,87,39
C030392,Male,47,Married,Uttar Pradesh City 3,Uttar Pradesh,Medium,1125098.0,Self Employed,Value Seeker,2016-04-10,Silver,Website,0,731,2,28,9
C030393,Female,46,Married,Telangana City 2,Telangana,Medium,932050.0,Self Employed,Deal Hunter,2024-12-05,Bronze,Mobile App,1,728,2,73,79
C030394,Female,51,Single,Tamil Nadu City 2,Tamil Nadu,Low,314847.0,Self Employed,Value Seeker,2017-10-07,Gold,Mobile App,0,509,2,67,27
C030395,Male,45,Married,Rajasthan City 1,Rajasthan,Low,251903.0,Homemaker,Value Seeker,2016-10-16,Bronze,Mobile App,0,606,1,37,47
C030396,Female,53,Married,Delhi City 2,Delhi,Low,467939.0,Salaried,Regular,2016-08-05,Bronze,Website,1,751,4,106,123
C030397,Female,18,Single,Telangana City 3,Telangana,Low,269907.0,Self Employed,Premium,2018-01-21,Bronze,Website,1,712,3,119,26
C030398,Male,48,Married,Tamil Nadu City 3,Tamil Nadu,Medium,988555.0,Salaried,Deal Hunter,2024-05-09,Platinum,Website,1,758,4,50,0
C030399,Male,30,Single,Rajasthan City 3,Rajasthan,,2013808.0,Salaried,Regular,2021-02-21,Silver,Website,1,678,3,87,0
C030400,Female,46,Single,Karnataka City 1,Karnataka,Medium,996167.0,Salaried,Regular,2022-09-16,Platinum,Website,0,845,3,18,120
C030401,Male,24,Single,Kerala City 3,Kerala,Low,309160.0,Salaried,Premium,2018-09-13,Bronze,Mobile App,0,651,4,116,108
C030402,Male,35,Married,Delhi City 3,Delhi,Medium,1095004.0,Salaried,Value Seeker,2021-06-10,Gold,Mobile App,1,730,2,6,53
C030403,Male,43,Single,Maharashtra City 1,Maharashtra,Low,377526.0,Salaried,Regular,2019-04-01,Bronze,Website,0,551,4,80,109
C030404,Female,29,Married,Gujarat City 1,Gujarat,Low,,Homemaker,Regular,2022-05-09,Silver,Mobile App,0,695,3,109,117
C030405,Male,30,Single,Telangana City 1,Telangana,Medium,797563.0,Self Employed,Regular,2017-10-26,Bronze,Mobile App,1,701,3,68,92
C030406,Male,35,Single,Delhi City 3,Delhi,Medium,637473.0,Self Employed,Premium,2016-08-07,Bronze,Website,1,515,2,99,71
C030407,Female,18,Divorced,Karnataka City 1,Karnataka,Low,335468.0,Self Employed,Regular,2019-05-22,Bronze,Website,0,614,2,112,34
C030408,Male,27,Married,Maharashtra City 1,Maharashtra,Medium,406261.0,Salaried,Premium,2023-10-08,Bronze,Website,1,675,2,44,31
C030409,Female,22,Single,Karnataka City 1,Karnataka,Medium,1000861.0,Homemaker,Deal Hunter,2017-03-18,Bronze,Mobile App,1,648,3,44,54
C030410,Female,50,Single,Maharashtra City 1,Maharashtra,Medium,832650.0,Self Employed,Value Seeker,2024-08-22,Silver,Mobile App,1,707,1,18,1
C030411,Female,34,Married,Rajasthan City 2,Rajasthan,High,2045707.0,Self Employed,Regular,2022-07-28,Bronze,Mobile App,0,641,3,47,44
C030412,Female,28,Married,Gujarat City 3,Gujarat,Medium,549042.0,Salaried,Value Seeker,2017-10-11,Bronze,Website,0,588,3,105,31
C030413,Female,19,Married,West Bengal City 3,West Bengal,Low,303018.0,Salaried,Premium,2022-09-24,Bronze,Mobile App,1,709,3,47,22
C030414,Female,28,Divorced,Kerala City 3,Kerala,Low,363590.0,Salaried,Value Seeker,2025-08-21,Bronze,Mobile App,1,559,3,116,78
C030415,Female,27,Single,Telangana City 2,Telangana,Low,331493.0,Self Employed,Premium,2024-07-14,Platinum,Physical Store,1,777,2,3,268
C030416,Female,41,Married,Kerala City 3,Kerala,Low,265518.0,Homemaker,Premium,2023-09-20,Bronze,Physical Store,1,538,4,84,18
C030417,Male,38,Single,Uttar Pradesh City 3,Uttar Pradesh,Medium,1111069.0,Salaried,Premium,2024-11-10,Platinum,Website,1,850,4,20,0
C030418,Male,40,Married,Delhi City 1,Delhi,Low,425106.0,Salaried,Regular,2021-02-10,Silver,Physical Store,1,774,3,5,3
C030419,Female,33,Single,Tamil Nadu City 3,Tamil Nadu,Medium,726328.0,Student,Deal Hunter,2018-07-18,Silver,Mobile App,1,720,2,27,11
C030420,Female,41,Single,Karnataka City 2,Karnataka,Low,385800.0,Self Employed,Deal Hunter,2019-07-30,Bronze,Website,0,648,2,2,31
C030421,Female,40,Single,Tamil Nadu City 2,Tamil Nadu,Medium,1098529.0,Self Employed,Value Seeker,2024-06-22,Silver,Website,1,706,3,107,77
C030422,Female,30,Single,Maharashtra City 1,Maharashtra,Low,210017.0,Salaried,Value Seeker,2019-09-15,Bronze,Mobile App,0,631,4,109,66
C030423,Other,41,Single,Kerala City 1,Kerala,Medium,781832.0,Salaried,Value Seeker,2021-05-03,Bronze,Website,0,619,4,61,48
C030424,Male,35,Single,Tamil Nadu City 1,Tamil Nadu,Medium,1078936.0,Self Employed,Deal Hunter,2017-04-29,Silver,Website,0,760,2,70,34
C030425,Male,44,Single,Tamil Nadu City 3,Tamil Nadu,Medium,772078.0,Self Employed,Value Seeker,2017-08-01,Silver,Physical Store,1,595,3,80,0
C030426,Female,23,Single,Delhi City 1,Delhi,Low,246494.0,Self Employed,Value Seeker,2023-07-05,Silver,Physical Store,1,524,3,112,21
C030427,Male,38,Single,Tamil Nadu City 3,Tamil Nadu,High,1415661.0,,Deal Hunter,2018-01-03,Gold,Mobile App,1,756,4,71,0
C030428,Male,48,Divorced,Delhi City 2,Delhi,Medium,866046.0,Self Employed,Regular,2019-01-13,Silver,Mobile App,0,641,1,79,44
C030429,Male,36,Married,Telangana City 2,Telangana,High,2112863.0,Self Employed,Regular,2017-07-20,Gold,Mobile App,0,764,1,76,6
C030430,Female,42,Single,Karnataka City 1,Karnataka,Low,331810.0,Self Employed,Deal Hunter,2016-11-22,Gold,Physical Store,0,677,2,34,165
C030431,Female,18,Married,Gujarat City 3,Gujarat,Medium,727284.0,Salaried,Regular,2020-09-07,Bronze,Mobile App,0,485,3,67,67
C030432,Female,45,Single,Gujarat City 3,Gujarat,High,1357491.0,Self Employed,Deal Hunter,2019-02-02,Bronze,Physical Store,1,565,4,29,67
C030433,Male,37,Single,Maharashtra City 2,Maharashtra,High,2662330.0,Salaried,Regular,2021-02-28,Silver,Mobile App,1,728,3,21,50
C030434,Male,20,Married,Telangana City 3,Telangana,Medium,975082.0,Self Employed,Value Seeker,2019-06-13,Gold,Website,1,690,6,109,29
C030435,Male,49,Single,Gujarat City 2,Gujarat,Medium,901117.0,Student,Regular,2020-05-15,Gold,Mobile App,1,765,3,54,36
C030436,Male,20,Single,Tamil Nadu City 3,Tamil Nadu,Medium,,Student,Regular,2023-02-10,Bronze,Mobile App,1,608,5,38,35
C030437,Male,31,Single,West Bengal City 3,West Bengal,Low,319911.0,,Value Seeker,2017-02-20,Bronze,Mobile App,0,625,3,16,56
C030438,Female,47,Married,Karnataka City 2,Karnataka,Medium,897139.0,Self Employed,Value Seeker,2020-01-18,Bronze,Physical Store,0,689,5,13,38
C030439,Female,35,Single,Telangana City 2,Telangana,Low,397861.0,Salaried,Regular,2022-06-11,Silver,Mobile App,0,753,3,40,50
C030440,Female,19,Single,Gujarat City 1,Gujarat,Medium,792860.0,Student,Regular,2018-04-01,Gold,Mobile App,1,769,4,52,22
C030441,Female,18,Married,Karnataka City 3,Karnataka,Very High,1289975.0,Salaried,Value Seeker,2018-10-06,Silver,Mobile App,1,627,4,16,63
C030442,Male,25,Married,Tamil Nadu City 1,Tamil Nadu,High,1488332.0,Student,Value Seeker,2018-12-24,Gold,Mobile App,1,646,5,24,18
C030443,Female,48,Divorced,West Bengal City 3,West Bengal,Low,374312.0,Salaried,Premium,2020-05-21,Bronze,Website,0,705,4,98,131
C030444,Female,53,Married,Delhi City 2,Delhi,Low,405335.0,Retired,Regular,2018-02-27,Silver,Mobile App,0,695,3,11,6
C030445,Other,48,Single,Delhi City 1,Delhi,Low,,Student,Regular,2023-10-30,Gold,Mobile App,0,656,6,4,44
C030446,Male,47,Married,Kerala City 3,Kerala,Low,262628.0,Salaried,Premium,2018-11-19,Gold,Physical Store,1,763,2,44,2
C030447,Female,34,Married,Tamil Nadu City 3,Tamil Nadu,Low,319318.0,Homemaker,Deal Hunter,2020-07-07,Bronze,Physical Store,1,724,2,56,45
C030448,Male,44,Single,Kerala City 1,Kerala,Low,338138.0,Student,Premium,2024-01-25,Silver,Mobile App,1,773,4,108,0
C030449,Male,53,Married,Tamil Nadu City 3,Tamil Nadu,Medium,1087450.0,Student,Deal Hunter,2019-03-23,Gold,Mobile App,1,603,3,49,40
C030450,Female,36,Single,Tamil Nadu City 1,Tamil Nadu,Low,424313.0,Self Employed,Regular,2019-09-04,Silver,Mobile App,1,615,2,67,1
C030451,Male,26,Single,Karnataka City 2,Karnataka,Medium,,Student,Value Seeker,2019-10-21,Gold,Website,1,670,1,88,49
C030452,Female,54,Married,Maharashtra City 3,Maharashtra,High,1967490.0,Self Employed,Value Seeker,2016-02-05,Bronze,Physical Store,1,697,2,63,69
C030453,Female,39,Single,Tamil Nadu City 3,Tamil Nadu,Medium,862801.0,Salaried,Regular,2020-03-19,Bronze,Physical Store,1,674,3,119,16
C030454,Female,18,Single,Maharashtra City 2,Maharashtra,Low,,Student,Deal Hunter,2023-10-21,Platinum,Mobile App,0,850,3,51,0
C030455,Female,44,Married,Tamil Nadu City 1,Tamil Nadu,Medium,800006.0,Salaried,Value Seeker,2016-03-17,Bronze,Mobile App,1,653,5,110,46
C030456,Male,48,Divorced,Telangana City 1,Telangana,Low,233710.0,Salaried,Premium,2017-06-30,Bronze,Website,1,575,3,69,53
C030457,Female,34,Single,Telangana City 3,Telangana,Medium,878045.0,Salaried,Value Seeker,2019-08-17,Silver,Mobile App,1,749,3,35,34
C030458,Male,18,Married,Karnataka City 3,Karnataka,Medium,986187.0,Salaried,Value Seeker,2025-02-24,Silver,Website,0,722,5,72,43
C030459,Male,35,Married,West Bengal City 3,West Bengal,Low,200026.0,Self Employed,Regular,2023-06-05,Bronze,Physical Store,1,667,2,90,60
C030460,Female,26,Married,Maharashtra City 2,Maharashtra,Very High,2706768.0,Salaried,Deal Hunter,2021-10-31,Gold,Mobile App,1,636,1,83,0
