Customer_ID,Age,Loyalty_Tier,Credit_Score,Tenure_Months,Last_Login_Days_Ago,Total_Orders,Total_Revenue,Avg_Order_Value,Total_Quantity,Recency_Days,Total_Tickets,Avg_Satisfaction,Escalation_Rate,Campaigns_Received,Campaign_Open_Rate,Campaign_Click_Rate,Campaign_Response_Rate,Total_Sessions,Avg_Pages_Viewed,Cart_Rate,Web_Purchase_Rate,Churn_Flag,Future_VIP_Flag,Customer_Lifetime_Value
C033037,57,Platinum,850,15,31,9,152880.9,16986.77,30,365,2,5.0,0.0,0,0.0,0.0,0.0,8,11.0,0.875,0.5,0,1,163213.71
C033038,30,Gold,601,25,22,7,52943.04,7563.29,16,365,1,5.0,0.0,0,0.0,0.0,0.0,3,8.0,0.667,0.333,0,1,57686.76
C033039,18,Bronze,670,19,64,4,41228.81,10307.2,9,365,3,4.0,0.333,1,0.0,0.0,0.0,3,5.0,0.333,0.0,0,0,50458.87
C033040,47,Bronze,664,88,53,9,430930.23,47881.14,28,365,1,4.0,0.0,1,0.0,1.0,0.0,8,4.38,0.375,0.25,0,1,514328.31
C033041,54,Bronze,729,120,140,6,154188.63,25698.1,15,365,0,3.0,0.0,0,0.0,0.0,0.0,5,6.0,0.4,0.2,0,1,174018.33
C033042,43,Gold,739,114,0,2,76457.4,38228.7,4,365,1,4.0,0.0,1,0.0,0.0,0.0,9,9.89,0.556,0.222,0,1,100133.38
C033043,47,Bronze,539,87,41,8,43611.07,5451.38,19,365,4,3.25,0.0,3,0.0,0.0,0.0,7,5.86,0.429,0.0,0,0,45962.12
C033044,49,Bronze,700,50,155,10,193275.01,19327.5,71,365,2,4.5,0.0,1,0.0,1.0,0.0,3,6.33,0.667,0.0,1,1,221218.48
C033045,31,Silver,628,65,49,7,189609.14,27087.02,24,365,1,4.0,0.0,1,0.0,0.0,0.0,4,5.25,0.25,0.25,0,1,214008.17
C033046,36,Silver,829,59,92,6,19240.6,3206.77,17,365,2,4.0,0.0,2,0.5,0.0,0.0,6,7.33,0.833,0.5,0,0,21807.27
C033047,49,Gold,779,107,0,10,90687.64,9068.76,27,365,1,4.0,0.0,3,0.667,0.333,0.0,8,8.5,0.375,0.375,0,1,110626.15
C033048,57,Silver,711,11,0,6,73389.99,12231.66,14,365,0,3.0,0.0,3,0.333,0.333,0.0,3,7.33,0.667,0.333,0,0,88498.69
C033049,35,Silver,760,113,30,7,221862.83,31694.69,25,365,1,4.0,0.0,1,0.0,0.0,0.0,11,7.09,0.545,0.364,0,1,269923.27
C033050,48,Silver,651,42,0,5,52660.66,10532.13,13,365,4,4.25,0.25,2,0.5,0.0,0.5,7,6.86,0.571,0.429,0,0,63565.09
C033051,24,Bronze,570,35,65,5,24164.09,4832.82,38,365,1,5.0,0.0,4,0.0,0.0,0.0,5,7.0,0.6,0.4,1,0,26164.64
C033052,60,Silver,677,27,75,9,176836.1,19648.46,20,365,2,3.5,0.5,5,0.2,0.2,0.0,6,7.33,0.333,0.5,0,1,223449.38
C033053,49,Bronze,680,71,96,8,87353.35,10919.17,16,365,1,3.0,0.0,4,0.25,0.0,0.0,6,6.33,0.667,0.0,1,0,109626.63
C033054,29,Bronze,694,30,68,9,186844.94,20760.55,68,365,0,3.0,0.0,0,0.0,0.0,0.0,4,5.75,0.75,0.0,0,1,217749.83
C033055,28,Platinum,585,7,0,4,1021769.72,255442.43,48,365,0,3.0,0.0,3,0.667,0.0,0.333,3,10.67,0.333,0.667,0,1,1354242.34
C033056,37,Silver,770,13,20,6,42011.99,7002.0,16,365,3,4.0,0.0,0,0.0,0.0,0.0,4,6.25,0.25,0.25,0,0,50686.85
C033057,57,Bronze,777,115,175,5,71278.42,14255.68,14,365,6,4.0,0.167,2,0.0,0.0,0.0,4,6.0,0.5,0.0,1,1,86077.09
C033058,31,Bronze,594,98,134,9,116302.37,12922.49,20,365,1,5.0,0.0,2,0.0,0.0,0.0,3,5.0,0.667,0.0,0,0,143118.89
C033059,18,Silver,624,7,41,4,26042.31,6510.58,13,365,2,3.5,0.5,2,0.5,0.5,0.0,6,6.17,0.5,0.167,0,0,31021.8
C033060,30,Gold,587,21,0,7,38395.62,5485.09,14,365,3,3.33,0.0,1,1.0,0.0,0.0,8,6.75,0.75,0.25,0,0,43993.94
C033061,34,Silver,731,81,16,5,83452.39,16690.48,16,365,1,5.0,0.0,2,0.0,0.0,0.0,3,7.0,0.333,0.0,0,1,89418.8
C033062,51,Bronze,700,106,32,8,309343.14,38667.89,24,365,3,2.67,0.333,4,0.25,0.0,0.0,4,4.75,0.5,0.25,1,1,415820.26
C033063,18,Gold,800,109,53,4,77235.14,19308.78,8,365,0,3.0,0.0,3,1.0,0.667,0.0,4,8.25,0.5,0.25,1,1,104031.27
C033064,38,Silver,759,82,24,4,80789.59,20197.4,8,365,4,4.0,0.0,3,0.333,0.333,0.333,6,5.17,0.333,0.0,0,0,92588.04
C033065,19,Bronze,596,118,107,5,114449.14,22889.83,12,365,1,5.0,0.0,0,0.0,0.0,0.0,5,6.6,0.2,0.0,0,0,123354.15
C033066,18,Gold,656,21,30,9,76559.83,8506.65,21,365,4,4.0,0.0,4,0.5,0.0,0.0,8,6.75,0.375,0.125,1,0,81423.29
C033067,50,Silver,721,118,22,3,68622.52,22874.17,5,365,2,2.5,0.0,1,0.0,0.0,1.0,4,8.25,1.0,0.25,0,1,77765.11
C033068,22,Bronze,689,36,82,3,186254.34,62084.78,9,365,4,4.25,0.25,1,1.0,0.0,0.0,7,6.0,0.143,0.0,1,1,214405.49
C033069,26,Silver,698,62,57,6,35730.69,5955.11,16,365,3,3.33,0.333,5,0.2,0.2,0.2,10,7.1,0.5,0.2,1,1,41062.34
C033070,38,Bronze,652,1,63,6,88315.72,14719.29,19,365,2,2.5,0.5,0,0.0,0.0,0.0,6,6.5,0.667,0.0,0,0,102537.59
C033071,49,Silver,773,59,28,6,130652.29,21775.38,13,365,1,3.0,0.0,0,0.0,0.0,0.0,7,6.71,0.714,0.571,0,1,151940.27
C033072,33,Bronze,599,112,58,4,6926.31,1731.58,10,365,2,5.0,0.0,0,0.0,0.0,0.0,4,5.75,0.25,0.5,0,0,7442.29
C033073,18,Silver,764,111,46,5,140404.63,28080.93,12,365,0,3.0,0.0,2,0.5,0.0,0.0,4,7.75,0.5,0.5,0,1,177277.68
C033074,38,Bronze,782,109,25,6,324425.85,54070.98,18,365,0,3.0,0.0,4,0.0,0.0,0.0,3,4.33,0.333,0.333,0,1,420495.59
C033075,40,Gold,850,112,0,5,165768.28,33153.66,17,365,5,3.8,0.0,2,1.0,0.0,0.0,6,11.33,0.833,0.333,0,1,219587.31
C033076,43,Gold,731,98,38,5,36790.11,7358.02,17,365,3,5.0,0.0,3,0.333,0.0,0.0,6,8.17,0.5,0.333,0,1,38878.59
C033077,26,Bronze,592,69,59,3,7189.62,2396.54,6,365,2,3.0,0.5,2,0.0,0.0,0.0,4,4.0,0.25,0.0,0,0,9050.92
C033078,31,Gold,796,71,18,5,25014.02,5002.8,11,365,2,3.0,0.0,2,0.0,0.5,0.0,6,9.5,1.0,0.667,0,0,29986.27
C033079,35,Bronze,662,80,31,4,62618.94,15654.73,10,365,1,3.0,1.0,0,0.0,0.0,0.0,10,6.0,0.3,0.2,1,0,65947.67
C033080,26,Bronze,732,100,40,6,80734.8,13455.8,20,365,0,3.0,0.0,2,0.0,0.0,0.0,6,7.0,0.333,0.333,0,0,99525.55
C033081,31,Silver,604,98,20,13,275364.92,21181.92,28,365,1,3.0,0.0,0,0.0,0.0,0.0,3,7.0,0.333,0.333,0,1,337396.52
C033082,39,Platinum,761,89,7,4,89821.03,22455.26,14,365,1,4.0,0.0,1,0.0,0.0,0.0,5,11.6,0.8,0.2,0,1,104549.12
C033083,22,Bronze,701,36,59,6,50411.07,8401.84,10,365,1,3.0,0.0,2,0.5,0.0,0.5,9,7.11,0.667,0.444,1,0,65357.83
C033084,41,Silver,761,63,0,2,3119.96,1559.98,4,365,1,5.0,0.0,1,1.0,0.0,0.0,7,6.0,0.429,0.286,0,0,3609.1
C033085,24,Bronze,788,10,49,14,342743.72,24481.69,37,365,2,4.0,0.0,1,0.0,0.0,0.0,3,8.33,0.667,0.0,0,1,378039.32
C033086,32,Bronze,653,46,52,9,229503.19,25500.35,29,365,2,5.0,0.0,0,0.0,0.0,0.0,4,7.5,0.25,0.5,1,1,285856.6
C033087,29,Gold,721,2,9,6,111160.62,18526.77,15,365,3,3.67,0.0,4,0.25,0.0,0.0,1,12.0,1.0,0.0,1,1,121616.54
C033088,25,Silver,743,27,79,4,63788.48,15947.12,7,365,1,5.0,0.0,1,0.0,1.0,0.0,5,8.0,0.4,0.4,0,1,76094.55
C033089,51,Gold,765,63,1,5,120327.61,24065.52,14,365,2,4.0,0.0,5,0.2,0.4,0.2,5,10.4,1.0,0.4,0,1,153137.71
C033090,31,Silver,607,107,2,1,3484.93,3484.93,3,365,3,4.67,0.0,5,0.4,0.0,0.0,7,6.71,0.286,0.286,1,0,4259.76
C033091,47,Bronze,669,10,65,3,34896.25,11632.08,5,365,3,2.33,0.333,1,0.0,0.0,0.0,8,6.38,0.375,0.0,1,0,41105.53
C033092,36,Bronze,581,112,123,4,83272.81,20818.2,14,365,3,4.33,0.0,2,0.5,0.0,0.0,6,6.0,0.5,0.0,1,0,103138.93
C033093,27,Bronze,776,86,48,4,123247.5,30811.88,16,365,1,5.0,0.0,0,0.0,0.0,0.0,11,5.82,0.364,0.273,1,0,154651.24
C033094,54,Platinum,800,27,38,4,50899.37,12724.84,9,365,1,4.0,0.0,0,0.0,0.0,0.0,3,11.0,0.667,0.667,1,0,66612.92
C033095,35,Silver,755,57,13,4,10852.44,2713.11,13,365,3,4.0,0.333,4,0.0,0.0,0.0,4,4.5,0.25,0.25,1,0,11860.83
C033096,31,Silver,524,79,0,3,21478.19,7159.4,5,365,2,4.5,0.0,1,1.0,0.0,1.0,6,8.0,0.5,0.167,1,0,23371.22
C033097,30,Silver,550,49,24,3,84374.53,28124.84,10,365,0,3.0,0.0,1,1.0,0.0,0.0,2,8.0,0.5,0.0,0,1,111947.24
C033098,48,Bronze,690,103,88,5,42385.89,8477.18,7,365,3,4.0,0.0,3,0.0,0.0,0.333,5,5.6,0.6,0.4,1,0,46308.78
C033099,18,Silver,751,109,0,8,18902.0,2362.75,28,365,0,3.0,0.0,1,0.0,0.0,0.0,7,8.14,0.571,0.143,0,0,21279.76
C033100,21,Silver,629,47,22,5,41349.56,8269.91,15,365,1,5.0,0.0,4,0.0,0.0,0.0,4,8.75,0.5,0.25,0,0,54929.3
C033101,48,Bronze,635,53,37,3,80764.21,26921.4,7,365,1,3.0,0.0,3,0.0,0.0,0.0,6,6.83,0.667,0.5,0,0,98348.0
C033102,42,Gold,768,22,70,5,85430.18,17086.04,11,365,3,4.0,0.0,3,0.667,0.333,0.0,7,10.86,0.571,0.571,1,1,91162.87
C033103,18,Bronze,576,3,59,7,99027.63,14146.8,20,365,5,4.0,0.0,1,0.0,0.0,0.0,3,6.33,0.667,0.333,0,0,115148.58
C033104,42,Silver,726,36,20,3,129919.21,43306.4,16,365,1,3.0,0.0,2,0.5,0.0,0.0,11,7.73,0.727,0.273,0,1,152595.32
C033105,43,Bronze,613,87,170,6,156866.12,26144.35,18,365,0,3.0,0.0,1,0.0,0.0,0.0,6,6.17,0.833,0.0,1,1,201860.86
C033106,31,Silver,810,2,22,5,16576.53,3315.31,12,365,1,5.0,0.0,1,1.0,1.0,0.0,5,8.0,0.8,0.4,1,0,19221.6
C033107,40,Bronze,591,98,71,2,158454.6,79227.3,8,365,1,5.0,0.0,3,0.0,0.0,0.0,2,4.0,0.5,0.5,1,1,185946.43
C033108,36,Bronze,544,45,32,6,152174.3,25362.38,17,365,4,3.75,0.0,2,0.0,0.0,0.0,4,5.25,0.25,0.5,1,1,192734.36
C033109,48,Silver,715,62,12,6,87541.07,14590.18,18,365,2,3.5,0.0,1,1.0,0.0,0.0,8,8.25,0.625,0.25,1,0,109136.12
C033110,35,Gold,790,95,2,5,43190.04,8638.01,17,365,2,4.0,0.0,2,0.0,0.0,0.0,4,8.75,0.25,0.5,0,0,54241.18
C033111,18,Gold,709,96,153,10,47900.71,4790.07,25,365,2,4.5,0.0,4,0.5,0.0,0.0,2,10.0,0.5,0.5,0,0,58277.08
C033112,30,Gold,725,75,0,5,132425.51,26485.1,14,365,6,4.5,0.0,4,0.0,0.25,0.0,7,7.14,0.714,0.143,0,1,174851.46
C033113,18,Bronze,698,31,57,3,38793.46,12931.15,9,365,3,4.33,0.0,1,0.0,0.0,0.0,10,5.2,0.5,0.0,1,0,42505.87
C033114,29,Platinum,850,55,2,6,112896.31,18816.05,15,365,0,3.0,0.0,3,0.333,0.333,0.333,11,10.73,0.636,0.364,0,0,122414.84
C033115,45,Bronze,730,73,66,8,363297.09,45412.14,23,365,1,3.0,0.0,3,0.333,0.0,0.0,5,7.2,0.0,0.0,1,1,461176.29
C033116,28,Silver,826,11,40,4,38597.12,9649.28,11,365,4,4.25,0.0,4,0.25,0.25,0.5,7,7.0,0.571,0.0,1,0,49483.37
C033117,38,Bronze,669,11,31,7,26663.01,3809.0,16,365,3,3.67,0.0,1,1.0,1.0,0.0,4,4.25,0.75,0.5,0,0,32860.66
C033118,35,Gold,818,106,7,6,53561.48,8926.91,15,365,1,5.0,0.0,2,1.0,0.0,0.0,5,12.0,0.4,0.2,0,0,57245.04
C033119,58,Bronze,602,32,17,9,181559.85,20173.32,24,365,1,5.0,0.0,3,0.333,0.0,0.0,8,6.62,0.25,0.25,0,1,205572.75
C033120,29,Bronze,698,94,33,5,75098.3,15019.66,27,365,1,5.0,0.0,2,0.5,0.0,0.0,3,5.33,0.333,0.0,1,0,86211.5
C033121,41,Bronze,536,68,66,4,8874.18,2218.54,16,365,6,3.33,0.333,2,0.0,0.5,0.0,8,5.38,0.25,0.25,0,0,11066.72
C033122,31,Bronze,708,34,120,6,102000.23,17000.04,13,365,2,4.5,0.0,2,0.0,0.5,0.0,4,5.25,0.25,0.0,1,0,107145.08
C033123,20,Silver,839,14,0,5,235637.84,47127.57,14,365,1,5.0,1.0,5,0.2,0.4,0.0,2,9.0,1.0,0.5,0,1,251156.81
C033124,44,Bronze,641,62,32,2,22613.27,11306.63,5,365,0,3.0,0.0,1,0.0,0.0,0.0,4,5.25,0.75,0.75,0,1,25826.23
C033125,52,Gold,653,31,0,4,44516.09,11129.02,11,365,3,3.67,0.333,0,0.0,0.0,0.0,1,12.0,1.0,1.0,0,0,47712.74
C033126,29,Silver,785,70,17,5,300708.21,60141.64,11,365,3,3.33,0.0,2,0.0,0.0,0.0,1,8.0,0.0,1.0,1,1,365579.66
C033127,36,Silver,703,59,0,8,43560.75,5445.09,18,365,2,5.0,0.0,0,0.0,0.0,0.0,8,8.75,0.375,0.0,0,0,50852.13
C033128,56,Platinum,837,67,17,4,89625.18,22406.3,7,365,5,4.2,0.0,2,1.0,1.0,0.0,3,10.0,0.667,0.667,0,1,114457.37
C033129,51,Bronze,608,91,20,14,281390.2,20099.3,75,365,4,3.5,0.25,2,0.5,0.5,0.0,8,7.0,0.5,0.375,1,1,320716.09
C033130,33,Silver,712,17,28,6,92009.4,15334.9,15,365,4,4.5,0.25,3,0.0,0.0,0.0,4,8.0,0.5,0.0,0,1,112247.15
C033131,18,Silver,559,68,157,9,217518.8,24168.76,20,365,1,4.0,0.0,2,0.0,0.0,0.0,8,6.75,0.375,0.25,0,1,266455.04
C033132,36,Silver,652,75,46,5,78102.56,15620.51,16,365,1,4.0,0.0,1,0.0,1.0,0.0,3,7.67,1.0,0.667,1,0,94406.81
C033133,38,Bronze,672,100,40,4,85218.69,21304.67,12,365,5,4.2,0.0,1,0.0,0.0,0.0,6,6.5,0.667,0.0,1,0,90318.52
C033134,35,Gold,745,32,53,4,54490.29,13622.57,10,365,3,4.33,0.0,0,0.0,0.0,0.0,6,8.0,0.5,0.167,0,0,61815.04
C033135,34,Bronze,704,4,36,4,71122.2,17780.55,10,365,4,4.75,0.0,1,1.0,1.0,0.0,8,6.12,0.125,0.0,0,0,79022.68
C033136,49,Bronze,776,76,130,5,63510.98,12702.2,14,365,0,3.0,0.0,1,0.0,0.0,0.0,3,7.0,0.667,0.333,1,0,69270.91
C033137,41,Gold,709,84,49,6,235943.88,39323.98,19,365,1,5.0,0.0,1,0.0,0.0,0.0,5,10.2,0.6,0.4,1,1,286729.76
C033138,34,Bronze,687,29,28,8,160982.52,20122.82,20,365,1,5.0,0.0,5,0.4,0.2,0.0,5,6.0,0.8,0.4,0,1,172831.71
C033139,42,Silver,733,26,63,5,37628.46,7525.69,10,365,0,3.0,0.0,2,0.0,0.0,0.0,7,7.0,0.571,0.286,1,0,46940.95
C033140,20,Bronze,776,108,36,8,205636.77,25704.6,23,365,4,4.25,0.0,1,0.0,1.0,0.0,4,5.0,0.25,0.0,0,1,248681.7
C033141,48,Gold,674,66,16,7,54665.87,7809.41,17,365,2,4.0,0.0,4,0.5,0.0,0.0,8,7.38,0.75,0.375,0,1,62968.71
C033142,31,Silver,775,9,129,5,112261.19,22452.24,13,365,2,3.5,0.0,3,0.0,0.0,0.0,7,7.14,0.714,0.143,1,0,150810.58
C033143,40,Bronze,723,80,48,10,392991.15,39299.12,29,365,1,3.0,0.0,1,0.0,0.0,0.0,7,6.43,0.571,0.143,0,1,453819.02
C033144,57,Bronze,731,96,29,5,313445.16,62689.03,18,365,2,5.0,0.0,2,0.0,0.0,0.0,3,6.33,0.667,0.333,1,1,354521.29
C033145,34,Bronze,659,73,21,6,137533.02,22922.17,21,365,2,5.0,0.5,0,0.0,0.0,0.0,5,3.6,0.6,0.4,0,1,162114.02
C033146,40,Silver,662,26,31,6,91524.38,15254.06,14,365,2,4.5,0.0,1,1.0,0.0,0.0,10,7.2,0.7,0.4,0,0,122410.53
C033147,32,Bronze,554,16,32,4,30865.05,7716.26,14,365,3,4.33,0.0,3,0.0,0.0,0.0,8,5.12,0.375,0.25,0,0,35486.36
C033148,47,Silver,730,19,83,4,13786.17,3446.54,11,365,1,3.0,0.0,3,0.333,0.667,0.0,5,6.8,1.0,0.2,1,0,17829.11
C033149,35,Platinum,727,13,34,6,123473.85,20578.97,12,365,0,3.0,0.0,2,0.5,0.0,0.0,8,11.12,0.625,0.375,1,1,136117.47
C033150,29,Gold,788,80,183,2,47407.21,23703.6,6,365,2,5.0,0.0,5,0.2,0.2,0.0,6,8.33,0.5,0.0,1,0,50421.79
C033151,40,Silver,774,103,56,3,62301.78,20767.26,5,365,2,2.5,1.0,0,0.0,0.0,0.0,9,8.33,0.444,0.444,1,0,79570.51
C033152,42,Bronze,733,101,47,3,79591.16,26530.39,10,365,0,3.0,0.0,3,0.333,0.0,0.0,7,5.43,0.429,0.143,1,1,104736.81
C033153,36,Bronze,650,73,34,11,282990.72,25726.43,32,365,3,3.33,0.0,2,0.0,0.0,0.0,14,6.36,0.5,0.214,0,1,302434.52
C033154,63,Silver,665,78,14,6,75245.09,12540.85,16,365,1,2.0,0.0,0,0.0,0.0,0.0,4,6.75,0.25,0.5,1,1,92741.63
C033155,35,Platinum,678,71,54,5,109813.77,21962.75,17,365,1,3.0,0.0,0,0.0,0.0,0.0,3,7.67,0.667,0.0,1,1,141074.43
C033156,52,Gold,739,120,48,10,158366.69,15836.67,30,365,5,4.2,0.0,1,1.0,0.0,0.0,3,6.0,0.667,0.0,1,1,196264.78
C033157,23,Bronze,742,49,60,5,78367.78,15673.56,11,365,0,3.0,0.0,3,0.0,0.0,0.0,4,6.75,0.5,0.0,0,0,104818.04
C033158,36,Bronze,587,50,50,5,185366.19,37073.24,14,365,2,3.5,0.5,4,0.0,0.25,0.0,9,5.78,0.444,0.222,1,1,225583.71
C033159,41,Bronze,731,17,71,10,239524.2,23952.42,23,365,4,3.75,0.25,1,0.0,0.0,0.0,6,4.83,0.833,0.167,1,1,289290.78
C033160,45,Silver,675,68,87,8,573653.14,71706.64,46,365,2,4.0,0.0,0,0.0,0.0,0.0,6,8.5,0.833,0.0,0,1,747706.6
C033161,23,Bronze,711,63,167,9,169051.94,18783.55,26,365,2,4.0,0.0,2,0.0,0.0,0.0,8,7.38,0.5,0.125,0,1,223164.17
C033162,44,Silver,738,93,111,6,115349.83,19224.97,14,365,0,3.0,0.0,2,0.0,0.0,0.0,5,6.8,1.0,0.2,0,0,134493.06
C033163,27,Platinum,807,5,198,9,242009.62,26889.96,27,365,5,4.0,0.0,2,0.0,0.0,0.0,11,10.64,0.727,0.455,1,1,324310.16
C033164,49,Gold,737,120,106,4,871702.21,217925.55,50,365,3,5.0,0.0,1,0.0,0.0,0.0,6,5.5,0.333,0.333,0,1,1129593.69
C033165,30,Bronze,641,49,57,10,114085.66,11408.57,26,365,2,5.0,0.0,0,0.0,0.0,0.0,2,6.0,0.5,0.0,0,0,146215.78
C033166,48,Silver,671,50,10,4,34633.66,8658.41,18,365,3,4.0,0.0,3,0.0,0.0,0.0,6,8.0,0.5,0.0,0,0,44364.05
C033167,30,Gold,658,45,20,5,124621.86,24924.37,13,365,1,4.0,0.0,0,0.0,0.0,0.0,5,10.0,0.6,0.2,1,0,149354.09
C033168,54,Gold,728,33,6,5,166891.39,33378.28,14,365,2,4.5,0.0,2,0.5,0.0,0.5,7,9.43,0.714,0.714,0,1,217336.2
C033169,45,Silver,680,35,11,4,39088.1,9772.03,11,365,2,3.5,0.0,3,0.333,0.0,0.0,3,6.67,0.667,0.333,1,0,48698.06
C033170,33,Silver,801,82,23,7,127258.27,18179.75,15,365,0,3.0,0.0,2,0.5,0.0,0.0,9,9.11,0.889,0.333,0,1,134082.0
C033171,41,Gold,591,71,6,2,48549.13,24274.56,5,365,0,3.0,0.0,1,0.0,1.0,0.0,7,9.86,0.714,0.571,0,0,56400.89
C033172,40,Gold,655,107,0,4,99333.97,24833.49,9,365,1,4.0,0.0,0,0.0,0.0,0.0,8,8.62,0.625,0.125,0,1,119110.14
C033173,42,Silver,620,107,19,9,186335.46,20703.94,23,365,2,5.0,0.5,1,0.0,0.0,0.0,3,5.67,0.667,0.333,0,1,210763.57
C033174,53,Bronze,729,101,22,6,118389.98,19731.66,15,365,1,4.0,0.0,2,0.5,0.0,0.0,3,6.33,0.667,0.667,0,1,140894.85
C033175,24,Gold,798,97,0,6,214804.87,35800.81,16,365,1,3.0,0.0,3,0.333,0.0,0.0,5,11.6,0.8,0.2,0,1,281469.27
C033176,32,Gold,646,116,106,7,115875.97,16553.71,51,365,4,3.75,0.75,2,0.0,0.0,0.0,4,8.25,0.75,0.5,0,1,138440.13
C033177,18,Silver,655,54,0,6,157437.52,26239.59,13,365,1,3.0,0.0,0,0.0,0.0,0.0,9,6.67,0.556,0.222,0,1,181385.06
C033178,44,Gold,691,74,3,8,57597.43,7199.68,24,365,3,4.0,0.0,1,0.0,0.0,0.0,5,8.0,1.0,0.4,0,1,71845.2
C033179,19,Silver,655,52,188,6,122468.7,20411.45,19,365,1,5.0,0.0,0,0.0,0.0,0.0,4,6.5,1.0,0.25,0,1,142258.39
C033180,30,Bronze,579,56,37,6,196526.66,32754.44,13,365,4,4.5,0.0,2,0.0,0.5,0.0,10,4.3,0.5,0.6,1,1,238439.93
C033181,44,Gold,804,84,6,6,35352.95,5892.16,16,365,1,3.0,0.0,2,0.5,0.0,0.0,8,7.12,0.625,0.5,1,0,46066.17
C033182,42,Silver,742,37,23,5,100870.66,20174.13,14,365,6,3.5,0.167,4,0.5,0.25,0.0,3,3.67,0.333,0.333,1,1,113827.74
C033183,30,Bronze,546,36,21,8,191300.82,23912.6,20,365,2,4.0,0.0,5,0.2,0.0,0.0,5,5.4,0.0,0.2,0,1,218942.59
C033184,50,Gold,850,41,26,3,18600.99,6200.33,6,365,3,4.67,0.0,2,1.0,0.0,0.0,5,11.0,0.8,0.2,0,0,22180.26
C033185,54,Silver,750,74,10,4,85753.02,21438.25,11,365,2,3.5,0.0,1,1.0,0.0,0.0,2,6.5,0.0,0.5,0,0,99956.11
C033186,18,Bronze,850,91,66,6,340617.38,56769.56,48,365,3,4.0,0.0,0,0.0,0.0,0.0,5,7.8,0.6,0.2,0,1,400040.36
C033187,19,Silver,658,16,0,7,95670.51,13667.22,15,365,3,3.67,0.0,1,0.0,0.0,0.0,5,6.6,0.6,0.2,0,1,110039.68
C033188,43,Silver,599,52,12,5,178585.56,35717.11,16,365,2,4.0,0.0,1,1.0,1.0,1.0,6,6.67,0.833,0.333,0,1,239300.5
C033189,42,Bronze,794,73,42,6,93401.16,15566.86,20,365,1,3.0,0.0,3,0.0,0.333,0.0,3,5.33,0.667,0.0,1,0,106576.45
C033190,54,Gold,541,13,148,2,34531.84,17265.92,8,365,2,3.0,0.5,2,0.5,0.0,0.0,2,11.0,0.5,0.0,1,0,45710.64
C033191,45,Bronze,603,90,62,6,104200.17,17366.7,14,365,3,3.67,0.0,2,0.5,0.0,0.0,4,6.75,0.5,0.0,0,1,123460.76
C033192,22,Bronze,684,76,86,3,63698.89,21232.96,9,365,1,2.0,0.0,3,0.667,0.0,0.0,6,6.33,0.167,0.167,1,0,70119.32
C033193,23,Silver,770,35,11,7,175188.07,25026.87,18,365,1,3.0,0.0,1,0.0,0.0,0.0,5,8.2,0.8,0.2,0,1,197763.51
C033194,38,Silver,646,99,0,9,265077.77,29453.09,19,365,2,4.0,0.0,2,0.0,0.0,0.0,3,6.0,0.667,0.333,0,1,279945.73
C033195,55,Bronze,752,77,18,5,81253.91,16250.78,13,365,3,3.33,0.333,4,0.75,0.5,0.0,8,5.88,0.75,0.25,0,1,91872.4
C033196,34,Gold,798,37,118,7,98293.68,14041.95,21,365,2,4.0,0.0,3,0.667,0.0,0.0,12,10.08,0.333,0.333,0,0,109450.68
C033197,52,Gold,658,62,0,4,59945.14,14986.28,7,365,4,4.25,0.0,0,0.0,0.0,0.0,3,8.33,0.333,0.333,0,1,79954.02
C033198,39,Gold,843,13,34,7,225552.04,32221.72,21,365,2,3.5,0.5,1,0.0,0.0,0.0,11,8.27,0.727,0.091,0,1,290096.42
C033199,44,Bronze,628,17,21,3,23136.63,7712.21,4,365,2,5.0,0.5,2,0.5,0.5,0.0,8,5.38,0.5,0.125,0,0,24403.1
C033200,20,Silver,635,30,51,7,215471.96,30781.71,20,365,2,4.5,0.0,0,0.0,0.0,0.0,7,6.0,0.571,0.429,1,1,230236.76
C033201,34,Bronze,617,101,35,10,323962.13,32396.21,22,365,1,5.0,0.0,2,0.5,0.0,0.0,4,5.25,0.75,0.5,1,1,379842.93
C033202,60,Silver,757,47,8,8,112151.99,14019.0,26,365,2,5.0,0.0,4,0.5,0.0,0.0,5,8.6,0.4,0.4,0,1,150286.8
C033203,18,Gold,772,105,0,10,251394.61,25139.46,26,365,1,5.0,0.0,5,0.2,0.2,0.0,6,10.67,0.5,0.167,0,1,300575.59
C033204,33,Bronze,687,19,67,9,202505.49,22500.61,23,365,3,3.67,0.0,1,0.0,0.0,0.0,9,5.11,0.444,0.111,1,1,216178.48
C033205,34,Bronze,680,106,67,7,97478.79,13925.54,16,365,3,4.0,0.0,2,0.0,0.0,0.0,3,8.33,0.667,0.333,1,0,126644.43
C033206,40,Bronze,850,67,266,9,160862.93,17873.66,24,365,3,3.67,0.667,2,0.0,0.0,0.0,4,6.75,0.75,0.0,1,1,211197.79
C033207,44,Bronze,603,35,32,2,1201.98,600.99,2,365,3,4.0,0.0,1,0.0,0.0,0.0,4,6.0,0.5,0.5,1,0,1358.93
C033208,34,Bronze,652,38,72,7,14902.78,2128.97,18,365,1,3.0,0.0,1,0.0,0.0,0.0,7,5.43,0.714,0.143,1,1,19327.34
C033209,55,Platinum,711,40,47,10,514304.05,51430.41,48,365,4,3.75,0.0,2,0.0,0.5,0.0,4,10.5,0.25,0.0,0,1,598457.61
