"Session_ID","Customer_ID","Pages_Viewed","Session_Duration","Device_Type","Traffic_Source","Age","Annual_Income","Loyalty_Tier","App_User_Flag","Tenure_Months","Total_Orders","Total_Revenue","Avg_Order_Value","Recency_Days","Campaign_Response_Rate","Web_Purchase_Rate","Purchase_After_Cart"
"WEB00149178","C031533",6,0.6,"Android","Social",49,608896.0,"Bronze",1,100,7,94006.35,13429.48,365,0.0,0.0,0
"WEB00184494","C031583",5,2.2,"Tablet","Paid Search",43,1112156.0,"Silver",1,48,5,118312.02,23662.4,365,0.0,0.143,0
"WEB00136490","C031583",7,9.4,"Android","Paid Search",43,1112156.0,"Silver",1,48,5,118312.02,23662.4,365,0.0,0.143,1
"WEB00196552","C031606",10,6.6,"Desktop","Organic",40,432257.0,"Bronze",1,81,6,231801.82,38633.64,365,0.0,0.333,0
"WEB00183252","C031708",2,6.6,"iOS","Referral",18,251659.0,"Bronze",1,91,7,2088170.75,298310.11,365,0.0,0.143,0
"WEB00152940","C031716",8,8.1,"Android","Organic",21,856423.0,"Silver",1,94,6,61637.14,10272.86,365,0.5,0.333,0
"WEB00148904","C031757",6,12.0,"Desktop","Organic",52,875432.0,"Bronze",0,6,10,273084.55,27308.46,365,0.0,0.4,0
"WEB00170688","C031763",10,8.9,"iOS","Paid Search",26,264778.0,"Gold",1,1,5,99117.29,19823.46,365,0.0,0.0,0
"WEB00143866","C031763",10,19.8,"Android","Paid Search",26,264778.0,"Gold",1,1,5,99117.29,19823.46,365,0.0,0.0,0
"WEB00140654","C031763",8,1.9,"Tablet","Paid Search",26,264778.0,"Gold",1,1,5,99117.29,19823.46,365,0.0,0.0,0
"WEB00142832","C031838",9,7.5,"Android","",45,366696.0,"Bronze",0,76,11,179893.32,16353.94,365,0.5,0.125,0
"WEB00188657","C031881",9,18.2,"iOS","Paid Search",33,451183.0,"Silver",0,74,7,130433.86,18633.41,365,0.0,0.429,1
"WEB00171479","C031881",7,4.2,"Desktop","Paid Search",33,451183.0,"Silver",0,74,7,130433.86,18633.41,365,0.0,0.429,0
"WEB00170134","C031881",6,14.6,"Android","Paid Search",33,451183.0,"Silver",0,74,7,130433.86,18633.41,365,0.0,0.429,0
"WEB00177675","C031978",14,8.0,"iOS","Paid Search",46,1611752.0,"Gold",1,55,9,189823.39,21091.49,365,0.0,0.333,0
"WEB00196668","C031990",10,6.7,"Desktop","Organic",35,970681.0,"Bronze",1,11,3,33813.76,11271.25,365,0.0,0.429,0
"WEB00179388","C032005",12,19.1,"Android","Social",49,1484805.0,"Silver",0,103,4,45513.47,11378.37,365,0.5,0.2,0
"WEB00177031","C032005",6,7.5,"Android","Paid Search",49,1484805.0,"Silver",0,103,4,45513.47,11378.37,365,0.5,0.2,0
"WEB00168758","C032005",4,6.1,"Android","Direct",49,1484805.0,"Silver",0,103,4,45513.47,11378.37,365,0.5,0.2,1
"WEB00172358","C032036",9,5.3,"Android","Paid Search",30,0.0,"Gold",1,98,8,114894.53,14361.82,365,0.0,0.111,0
"WEB00156610","C032036",12,9.1,"Desktop","",30,0.0,"Gold",1,98,8,114894.53,14361.82,365,0.0,0.111,0
"WEB00191105","C032074",7,9.0,"Android","Paid Search",38,570372.0,"Bronze",1,37,8,96064.1,12008.01,365,0.0,0.286,1
"WEB00191463","C032135",15,23.3,"Android","Social",45,0.0,"Platinum",0,42,2,691.41,345.7,365,0.0,0.214,0
"WEB00166503","C032145",5,8.4,"Tablet","Paid Search",52,324756.0,"Gold",0,44,2,131333.55,65666.78,365,0.0,0.2,0
"WEB00187834","C032187",4,5.8,"Android","Direct",32,380065.0,"Bronze",1,80,2,91122.73,45561.36,365,0.0,0.25,1
"WEB00179373","C032193",7,14.3,"iOS","Social",27,4131450.0,"Bronze",0,38,4,14184.18,3546.04,365,0.0,0.167,0
"WEB00171544","C032206",3,5.6,"Desktop","Organic",47,498126.0,"Silver",1,12,5,108376.2,21675.24,365,0.0,0.667,0
"WEB00165213","C032206",4,8.2,"Android","Direct",47,498126.0,"Silver",1,12,5,108376.2,21675.24,365,0.0,0.667,1
"WEB00154322","C032206",4,3.8,"Android","Organic",47,498126.0,"Silver",1,12,5,108376.2,21675.24,365,0.0,0.667,1
"WEB00139585","C032210",12,13.2,"iOS","Paid Search",19,471546.0,"Silver",1,8,8,66795.48,8349.44,365,0.0,0.25,1
"WEB00180515","C032287",11,6.4,"Desktop","Social",38,939196.0,"Bronze",1,91,5,71440.82,14288.16,365,0.0,0.1,0
"WEB00188406","C032297",6,16.9,"iOS","",55,373152.0,"Bronze",0,102,5,70142.07,14028.41,365,0.0,0.333,1
"WEB00157085","C032297",5,4.1,"iOS","Social",55,373152.0,"Bronze",0,102,5,70142.07,14028.41,365,0.0,0.333,1
"WEB00160626","C032310",6,9.9,"iOS","Organic",27,3112042.0,"Bronze",0,87,3,4446.69,1482.23,365,0.0,0.25,1
"WEB00164631","C032319",5,18.3,"iOS","Paid Search",52,437936.0,"Bronze",0,93,8,267008.65,33376.08,365,0.0,0.286,0
"WEB00143673","C032327",6,3.1,"Desktop","Social",38,1242779.0,"Bronze",0,14,6,113059.03,18843.17,365,0.0,0.333,0
"WEB00182819","C032342",12,14.4,"Android","Organic",31,1613787.0,"Silver",0,57,8,156553.75,19569.22,365,0.0,0.083,0
"WEB00155547","C032382",10,16.1,"Android","Direct",33,966997.0,"Bronze",0,107,6,115497.01,19249.5,365,0.0,0.0,0
"WEB00173483","C032433",9,6.5,"Desktop","Paid Search",31,317135.0,"Gold",0,103,5,41162.69,8232.54,365,0.0,0.333,0
"WEB00167903","C032436",6,13.8,"iOS","Paid Search",55,936596.0,"Gold",0,40,4,23931.52,5982.88,365,1.0,0.6,0
"WEB00144180","C032436",6,4.6,"Desktop","Referral",55,936596.0,"Gold",0,40,4,23931.52,5982.88,365,1.0,0.6,1
"WEB00176676","C032446",9,13.8,"Desktop","Social",37,602225.0,"Silver",1,26,9,156167.83,17351.98,365,0.0,0.3,0
"WEB00171662","C032446",6,9.9,"Desktop","Organic",37,602225.0,"Silver",1,26,9,156167.83,17351.98,365,0.0,0.3,1
"WEB00189140","C032493",3,11.4,"Android","Social",30,245708.0,"Bronze",1,94,7,65020.92,9288.7,365,0.0,0.4,0
"WEB00137698","C032493",9,12.4,"Android","Paid Search",30,245708.0,"Bronze",1,94,7,65020.92,9288.7,365,0.0,0.4,1
"WEB00139557","C032502",10,7.6,"Desktop","Organic",18,882484.0,"Platinum",1,117,5,106942.75,21388.55,365,0.0,0.286,0
"WEB00177248","C032594",8,10.2,"Desktop","Organic",47,3603557.0,"Silver",0,83,6,185321.05,30886.84,365,0.0,0.2,0
"WEB00136493","C032594",4,5.4,"iOS","Organic",47,3603557.0,"Silver",0,83,6,185321.05,30886.84,365,0.0,0.2,0
"WEB00183045","C032630",3,5.5,"Android","Organic",40,1221104.0,"Gold",1,20,9,234322.04,26035.78,365,0.0,0.222,1
"WEB00165437","C032630",5,3.9,"Desktop","Paid Search",40,1221104.0,"Gold",1,20,9,234322.04,26035.78,365,0.0,0.222,0
"WEB00181113","C032634",9,10.1,"iOS","Direct",44,1075870.0,"Silver",1,33,1,22747.85,22747.85,365,0.0,0.0,0
"WEB00140454","C032708",8,11.4,"Android","Organic",27,498315.0,"Gold",1,101,7,161806.58,23115.23,365,0.0,0.273,0
"WEB00163112","C032717",5,8.4,"Android","Organic",29,301870.0,"Bronze",0,99,5,90226.48,18045.3,365,0.0,0.167,1
"WEB00181107","C032741",7,13.1,"Android","Social",34,853595.0,"Silver",0,21,10,147645.51,14764.55,365,0.0,0.333,0
"WEB00192867","C032765",8,5.6,"iOS","Direct",35,373593.0,"Platinum",1,22,6,69308.68,11551.45,365,0.0,0.571,1
"WEB00149908","C032820",8,9.9,"Desktop","Organic",26,811316.0,"Silver",0,48,7,49173.44,7024.78,365,0.333,0.0,0
"WEB00140065","C032820",9,8.8,"Android","Organic",26,811316.0,"Silver",0,48,7,49173.44,7024.78,365,0.333,0.0,0
"WEB00168646","C032857",12,5.5,"Desktop","Social",29,2925881.0,"Silver",1,90,6,59882.68,9980.45,365,0.0,0.4,0
"WEB00162471","C032886",4,6.0,"Android","Organic",44,265209.0,"Gold",1,37,5,89609.76,17921.95,365,0.0,0.0,0
"WEB00172581","C032952",12,10.0,"Tablet","Organic",51,577639.0,"Platinum",1,19,7,60351.87,8621.7,365,0.0,0.5,0
"WEB00163542","C032952",11,6.2,"Android","Paid Search",51,577639.0,"Platinum",1,19,7,60351.87,8621.7,365,0.0,0.5,1
"WEB00164867","C032972",5,20.0,"Tablet","Direct",28,497418.0,"Silver",0,23,7,143647.91,20521.13,365,0.0,0.143,1
"WEB00163264","C032972",7,14.7,"Android","Organic",28,497418.0,"Silver",0,23,7,143647.91,20521.13,365,0.0,0.143,0
"WEB00161032","C032982",8,10.2,"Android","Paid Search",32,556545.0,"Gold",1,107,8,184280.54,23035.07,365,0.0,0.143,1
"WEB00198813","C033004",8,11.0,"iOS","Paid Search",20,1142659.0,"Bronze",1,93,11,268999.59,24454.51,365,0.0,0.0,0
"WEB00190698","C033025",10,10.7,"iOS","Direct",49,796063.0,"Silver",0,55,9,80095.53,8899.5,365,0.0,0.5,1
"WEB00194352","C033034",8,1.2,"Desktop","Organic",44,556101.0,"Gold",1,23,4,58265.4,14566.35,365,0.0,0.429,1
"WEB00146296","C033034",9,12.8,"iOS","Social",44,556101.0,"Gold",1,23,4,58265.4,14566.35,365,0.0,0.429,0
"WEB00198140","C033042",9,7.0,"Desktop","Social",43,304390.0,"Gold",1,114,2,76457.4,38228.7,365,0.0,0.222,1
"WEB00165061","C033042",6,23.4,"iOS","Direct",43,304390.0,"Gold",1,114,2,76457.4,38228.7,365,0.0,0.222,0
"WEB00146222","C033042",8,11.1,"iOS","Social",43,304390.0,"Gold",1,114,2,76457.4,38228.7,365,0.0,0.222,0
"WEB00190319","C033058",4,8.9,"Android","Organic",31,415215.0,"Bronze",0,98,9,116302.37,12922.49,365,0.0,0.0,0
"WEB00148163","C033072",7,11.8,"iOS","Direct",33,283566.0,"Bronze",0,112,4,6926.31,1731.58,365,0.0,0.5,1
"WEB00141011","C033103",4,7.5,"iOS","Direct",18,655778.0,"Bronze",0,3,7,99027.63,14146.8,365,0.0,0.333,0
"WEB00140338","C033120",7,4.8,"Android","Organic",29,1650729.0,"Bronze",0,94,5,75098.3,15019.66,365,0.0,0.0,0
"WEB00183726","C033134",11,7.6,"Android","Organic",35,2747456.0,"Gold",0,32,4,54490.29,13622.57,365,0.0,0.167,1
"WEB00166986","C033153",8,5.7,"Android","Paid Search",36,1956263.0,"Bronze",0,73,11,282990.72,25726.43,365,0.0,0.214,1
"WEB00142040","C033153",5,15.2,"Desktop","Referral",36,1956263.0,"Bronze",0,73,11,282990.72,25726.43,365,0.0,0.214,0
"WEB00169742","C033161",4,2.3,"Android","Social",23,832034.0,"Bronze",0,63,9,169051.94,18783.55,365,0.0,0.125,0
"WEB00173774","C033162",4,8.1,"Android","Organic",44,4316226.0,"Silver",0,93,6,115349.83,19224.97,365,0.0,0.2,0
"WEB00148677","C033162",9,9.3,"Desktop","Social",44,4316226.0,"Silver",0,93,6,115349.83,19224.97,365,0.0,0.2,0
"WEB00152297","C033211",12,9.9,"Android","Paid Search",47,786264.0,"Gold",0,54,8,124159.23,15519.9,365,0.0,0.5,0
"WEB00148214","C033211",9,9.5,"Android","Paid Search",47,786264.0,"Gold",0,54,8,124159.23,15519.9,365,0.0,0.5,1
"WEB00151641","C033227",7,9.1,"Android","Organic",21,455838.0,"Silver",0,105,4,158959.49,39739.87,365,0.0,0.1,0
"WEB00197323","C033264",6,2.6,"Android","Direct",22,2027420.0,"Bronze",0,115,2,17874.12,8937.06,365,0.0,0.0,0
"WEB00186294","C033317",9,7.0,"Android","Paid Search",46,1309887.0,"Gold",0,105,6,68407.16,11401.19,365,0.333,0.364,0
"WEB00176880","C033317",8,8.0,"iOS","Paid Search",46,1309887.0,"Gold",0,105,6,68407.16,11401.19,365,0.333,0.364,0
"WEB00152884","C033317",5,9.8,"Tablet","Organic",46,1309887.0,"Gold",0,105,6,68407.16,11401.19,365,0.333,0.364,0
"WEB00141501","C033317",9,4.5,"Android","Paid Search",46,1309887.0,"Gold",0,105,6,68407.16,11401.19,365,0.333,0.364,1
"WEB00158906","C033326",7,10.2,"Android","Referral",40,2059002.0,"Bronze",0,116,6,145154.87,24192.48,365,0.0,0.167,0
"WEB00164407","C033332",10,13.5,"Android","Direct",32,1028986.0,"Silver",0,44,7,184849.6,26407.09,365,0.0,0.2,0
"WEB00153199","C033332",9,8.9,"iOS","Social",32,1028986.0,"Silver",0,44,7,184849.6,26407.09,365,0.0,0.2,0
"WEB00186835","C033347",4,5.7,"iOS","Organic",34,447249.0,"Bronze",0,39,7,48660.94,6951.56,365,0.0,0.0,0
"WEB00137851","C033353",4,3.7,"iOS","Social",40,484977.0,"Bronze",1,2,7,156707.9,22386.84,365,0.0,0.0,0
"WEB00137234","C033353",5,15.0,"Desktop","Direct",40,484977.0,"Bronze",1,2,7,156707.9,22386.84,365,0.0,0.0,0
"WEB00162410","C033420",14,11.6,"iOS","Organic",31,1100688.0,"Platinum",1,71,7,26858.81,3836.97,365,0.0,0.5,0
"WEB00161013","C033444",8,3.3,"Android","Organic",36,5174187.928378581,"Silver",1,63,4,132149.17,33037.29,365,0.0,0.333,0
"WEB00177899","C033460",11,7.5,"Android","Organic",22,4433584.0,"Gold",0,52,8,215823.91,26977.99,365,0.5,0.222,1
"WEB00160698","C033484",8,3.7,"Android","Direct",43,862781.0,"Bronze",1,119,3,13600.47,4533.49,365,0.0,0.286,1
"WEB00139303","C033609",5,11.1,"Tablet","Paid Search",59,253250.0,"Bronze",1,114,9,333219.63,37024.4,365,0.5,0.143,0
"WEB00161323","C033693",5,10.7,"Tablet","Organic",48,6269700.944575465,"Bronze",0,96,7,192548.8,27506.97,365,0.0,0.0,0
"WEB00158728","C033734",6,4.7,"Android","Paid Search",37,679553.0,"Bronze",0,96,4,105738.33,26434.58,365,0.0,0.333,1
"WEB00186448","C033735",9,15.8,"Desktop","Social",47,362703.0,"Silver",0,88,4,12147.94,3036.98,365,0.0,0.375,0
"WEB00163723","C033735",12,9.1,"iOS","Organic",47,362703.0,"Silver",0,88,4,12147.94,3036.98,365,0.0,0.375,1
"WEB00199075","C033775",7,8.4,"Android","Social",18,1235674.0,"Bronze",1,100,6,94034.72,15672.45,365,0.0,0.333,1
"WEB00136739","C033775",6,10.1,"iOS","Social",18,1235674.0,"Bronze",1,100,6,94034.72,15672.45,365,0.0,0.333,1
"WEB00146799","C033798",3,9.4,"Android","Organic",51,1104643.0,"Silver",1,115,6,29753.39,4958.9,365,0.0,0.333,1
"WEB00160161","C033799",10,2.2,"Android","Social",43,2440393.0,"Silver",0,111,5,49538.36,9907.67,365,0.0,0.167,0
"WEB00138440","C033799",6,5.6,"Android","Organic",43,2440393.0,"Silver",0,111,5,49538.36,9907.67,365,0.0,0.167,0
"WEB00144955","C033874",13,6.9,"Android","Direct",46,1011882.0,"Silver",1,27,2,69160.87,34580.44,365,0.0,0.3,1
"WEB00186776","C033900",8,19.3,"Tablet","Organic",25,947062.0,"Silver",1,114,8,99789.43,12473.68,365,0.0,0.5,0
"WEB00190728","C034061",7,6.6,"Tablet","Organic",46,515993.0,"Silver",1,81,13,274491.3,21114.72,365,0.0,0.182,0
"WEB00144817","C034066",6,6.7,"Desktop","Organic",18,0.0,"Gold",1,21,5,118988.25,23797.65,365,0.0,0.4,1
"WEB00138015","C034162",2,5.3,"Desktop","Organic",35,1010006.0,"Bronze",0,43,4,20404.38,5101.1,365,0.0,0.125,0
"WEB00143215","C034185",8,15.8,"Desktop","Direct",40,1486328.0,"Gold",0,22,4,79650.68,19912.67,365,0.0,0.25,1
"WEB00183934","C034246",4,6.9,"Android","Paid Search",52,795355.0,"Bronze",0,12,3,100060.4,33353.47,365,0.0,0.429,1
"WEB00161883","C034246",6,2.8,"iOS","Paid Search",52,795355.0,"Bronze",0,12,3,100060.4,33353.47,365,0.0,0.429,0
"WEB00174940","C034259",9,15.8,"Desktop","Referral",26,423876.0,"Gold",0,57,5,34042.02,6808.4,365,0.0,0.375,0
"WEB00157648","C034260",7,1.7,"iOS","Social",52,462633.0,"Bronze",1,25,13,252845.5,19449.65,365,0.0,0.2,0
"WEB00138802","C034260",5,2.3,"Android","Direct",52,462633.0,"Bronze",1,25,13,252845.5,19449.65,365,0.0,0.2,0
"WEB00197656","C034277",7,10.2,"Tablet","Social",45,540971.0,"Bronze",0,67,7,159714.39,22816.34,365,0.0,0.333,1
"WEB00144496","C034277",1,7.5,"iOS","Social",45,540971.0,"Bronze",0,67,7,159714.39,22816.34,365,0.0,0.333,0
"WEB00148892","C034281",5,12.2,"Android","Organic",45,406763.0,"Silver",1,68,8,107238.73,13404.84,365,0.0,0.0,0
"WEB00154367","C034314",7,15.5,"Android","Paid Search",29,317848.0,"Silver",0,97,8,193012.95,24126.62,365,0.0,0.143,0
"WEB00177172","C034321",8,6.8,"Desktop","Organic",31,1905309.0,"Bronze",1,51,8,316008.87,39501.11,365,0.0,0.286,0
"WEB00150951","C034338",6,6.4,"Android","Organic",34,463445.0,"Bronze",1,32,9,101996.9,11332.99,365,0.0,0.286,0
"WEB00197352","C034399",11,19.0,"Desktop","Organic",31,431363.0,"Gold",1,30,5,55485.29,11097.06,365,0.0,0.333,1
"WEB00149243","C034405",10,9.9,"Desktop","Referral",43,1355553.0,"Silver",1,107,2,62986.29,31493.14,365,0.0,0.2,1
"WEB00137802","C034405",5,7.2,"Desktop","Organic",43,1355553.0,"Silver",1,107,2,62986.29,31493.14,365,0.0,0.2,0
"WEB00196377","C034406",9,2.1,"Desktop","Social",19,892046.0,"Gold",1,111,9,348470.82,38718.98,365,0.0,0.125,0
"WEB00159270","C034427",8,11.8,"iOS","Organic",29,1199244.0,"Silver",1,85,11,315528.4,28684.4,365,0.0,0.0,0
"WEB00171272","C034440",11,12.3,"Desktop","Direct",28,219110.0,"Platinum",1,76,4,31758.29,7939.57,365,0.0,0.8,0
"WEB00167825","C034440",10,2.6,"Desktop","Direct",28,219110.0,"Platinum",1,76,4,31758.29,7939.57,365,0.0,0.8,1
"WEB00140228","C034480",6,16.0,"Desktop","Social",31,379487.0,"Gold",1,20,7,48019.46,6859.92,365,0.0,0.5,1
"WEB00187975","C034499",6,5.5,"Desktop","Organic",59,1229202.0,"Gold",0,1,8,400268.62,50033.58,365,0.0,0.25,0
"WEB00171652","C034563",12,10.5,"Android","Direct",39,440022.0,"Bronze",1,64,6,150472.26,25078.71,365,0.0,0.125,0
"WEB00191592","C034577",9,9.1,"iOS","Paid Search",33,576631.0,"Platinum",1,87,6,108457.42,18076.24,365,0.0,0.5,1
"WEB00196659","C034615",5,8.2,"iOS","Organic",36,1448116.0,"Silver",1,117,10,158676.63,15867.66,365,0.0,0.25,0
"WEB00167108","C034615",12,5.0,"Android","Social",36,1448116.0,"Silver",1,117,10,158676.63,15867.66,365,0.0,0.25,1
"WEB00161785","C034615",9,12.9,"Desktop","Organic",36,1448116.0,"Silver",1,117,10,158676.63,15867.66,365,0.0,0.25,0
"WEB00145594","C034615",7,6.5,"Android","Social",36,1448116.0,"Silver",1,117,10,158676.63,15867.66,365,0.0,0.25,0
"WEB00135762","C034628",7,3.9,"Desktop","Direct",39,696503.0,"Bronze",0,111,7,179264.28,25609.18,365,0.0,0.0,0
"WEB00169941","C034710",7,8.8,"Android","Organic",49,952507.0,"Bronze",1,76,5,80176.36,16035.27,365,0.0,0.333,0
"WEB00183732","C034726",5,5.6,"Desktop","Paid Search",44,646812.0,"Bronze",0,10,8,215313.6,26914.2,365,0.0,0.0,0
"WEB00182140","C034733",4,7.0,"Android","Paid Search",40,417846.0,"Silver",1,104,9,147184.68,16353.85,365,0.0,0.167,0
"WEB00179694","C034733",5,6.4,"Android","Organic",40,417846.0,"Silver",1,104,9,147184.68,16353.85,365,0.0,0.167,1
"WEB00162463","C034756",5,9.2,"Android","Organic",42,330224.0,"Silver",0,48,5,63472.2,12694.44,365,0.0,0.2,0
"WEB00143391","C034756",4,5.0,"iOS","Paid Search",42,330224.0,"Silver",0,48,5,63472.2,12694.44,365,0.0,0.2,1
"WEB00165368","C034799",4,12.5,"Android","Organic",50,394609.0,"Silver",0,104,1,7769.29,7769.29,365,0.0,0.5,1
"WEB00173662","C034800",3,12.6,"iOS","Organic",28,1237013.0,"Bronze",0,29,6,95223.98,15870.66,365,0.0,0.077,0
"WEB00145436","C034800",7,6.6,"Desktop","Paid Search",28,1237013.0,"Bronze",0,29,6,95223.98,15870.66,365,0.0,0.077,0
"WEB00143530","C034827",10,10.0,"Android","Organic",19,1039707.0,"Silver",1,119,8,126031.99,15754.0,365,0.0,0.6,0
"WEB00185611","C034835",5,8.6,"Android","Paid Search",26,237986.0,"Bronze",0,2,4,329440.81,82360.2,365,0.0,0.0,0
"WEB00188873","C034848",8,6.0,"Desktop","Organic",55,2550438.0,"Silver",1,48,2,2572.78,1286.39,365,0.0,0.429,1
"WEB00174807","C034871",8,14.4,"iOS","Paid Search",19,2202675.0,"Gold",0,33,4,489402.42,122350.6,365,0.0,0.333,1
"WEB00174194","C034871",10,22.0,"Desktop","Direct",19,2202675.0,"Gold",0,33,4,489402.42,122350.6,365,0.0,0.333,0
"WEB00172262","C034871",11,4.2,"Desktop","Referral",19,2202675.0,"Gold",0,33,4,489402.42,122350.6,365,0.0,0.333,0
"WEB00141921","C034871",6,12.4,"iOS","Referral",19,2202675.0,"Gold",0,33,4,489402.42,122350.6,365,0.0,0.333,0
"WEB00147898","C034947",10,4.3,"Desktop","Social",26,1189724.0,"Gold",0,119,7,76559.45,10937.06,365,0.0,0.5,0
"WEB00187266","C034995",5,6.8,"Android","Paid Search",18,183375.0,"Silver",1,87,7,73282.92,10468.99,365,0.0,0.5,1
"WEB00197553","C035003",6,5.4,"Android","Referral",39,1318716.0,"Bronze",0,43,11,90467.35,8224.3,365,0.0,0.333,1
"WEB00176379","C035049",9,2.2,"Android","Organic",39,656120.0,"Gold",1,53,8,123966.27,15495.78,365,0.0,0.2,0
"WEB00163110","C035049",12,7.1,"Android","Paid Search",39,656120.0,"Gold",1,53,8,123966.27,15495.78,365,0.0,0.2,1
"WEB00183685","C035057",8,29.6,"Desktop","Social",25,233490.0,"Bronze",0,79,4,44949.48,11237.37,365,0.0,0.2,1
"WEB00160752","C035057",8,4.9,"iOS","Organic",25,233490.0,"Bronze",0,79,4,44949.48,11237.37,365,0.0,0.2,0
"WEB00147718","C035096",3,11.4,"iOS","",37,910664.0,"Bronze",0,84,10,171324.88,17132.49,365,0.0,0.25,1
"WEB00148938","C035098",7,7.0,"Desktop","Direct",49,327839.0,"Silver",0,106,8,438064.53,54758.07,365,0.0,0.2,0
"WEB00139140","C035098",11,9.6,"Desktop","Social",49,327839.0,"Silver",0,106,8,438064.53,54758.07,365,0.0,0.2,0
"WEB00171348","C035109",8,20.7,"iOS","Organic",49,740011.0,"Bronze",0,81,7,85067.46,12152.49,365,0.5,0.0,0
"WEB00152439","C035187",8,5.2,"iOS","Organic",29,1004470.0,"Silver",1,50,4,161727.36,40431.84,365,0.0,0.429,1
"WEB00189663","C035266",7,3.1,"Desktop","Paid Search",34,1593936.0,"Gold",1,18,6,117998.74,19666.46,365,0.0,0.571,1
"WEB00181679","C035266",14,8.4,"Android","Organic",34,1593936.0,"Gold",1,18,6,117998.74,19666.46,365,0.0,0.571,0
"WEB00161910","C035391",8,5.4,"Android","Organic",18,820001.0,"Bronze",1,28,1,15602.17,15602.17,365,0.0,0.4,1
"WEB00187211","C035397",7,1.7,"Android","Organic",26,401899.0,"Bronze",1,116,2,134212.49,67106.24,365,0.0,0.0,0
"WEB00179611","C035446",8,4.4,"iOS","Organic",39,2550031.0,"Silver",1,7,9,1616593.8,179621.53,365,0.5,1.0,1
"WEB00190430","C035481",11,14.1,"Android","Direct",38,1907489.0,"Silver",0,19,1,328.14,328.14,365,0.0,0.125,1
"WEB00151428","C035481",6,4.7,"Android","Referral",38,1907489.0,"Silver",0,19,1,328.14,328.14,365,0.0,0.125,0
"WEB00166105","C035494",8,10.2,"Android","Paid Search",34,413709.0,"Gold",0,69,7,93313.13,13330.45,365,0.0,0.385,0
"WEB00141280","C035494",6,44.4,"iOS","Organic",34,413709.0,"Gold",0,69,7,93313.13,13330.45,365,0.0,0.385,1
"WEB00194105","C035529",6,1.9,"iOS","Direct",44,1357197.0,"Platinum",1,119,6,96821.65,16136.94,365,0.0,0.333,0
"WEB00197195","C035593",8,8.1,"Desktop","Direct",23,667494.0,"Gold",1,105,8,131603.07,16450.38,365,0.0,0.2,0
"WEB00180095","C035593",11,9.5,"iOS","Paid Search",23,667494.0,"Gold",1,105,8,131603.07,16450.38,365,0.0,0.2,0
"WEB00184283","C035722",7,4.6,"Android","Organic",32,957848.0,"Gold",1,40,7,195854.33,27979.19,365,0.333,0.4,0
"WEB00174287","C035763",12,11.1,"Android","Direct",40,770825.0,"Gold",0,39,3,14575.58,4858.53,365,0.0,0.625,1
"WEB00151564","C035763",5,1.5,"iOS","Paid Search",40,770825.0,"Gold",0,39,3,14575.58,4858.53,365,0.0,0.625,1
"WEB00140531","C035870",6,7.3,"Android","Organic",40,2965730.0,"Bronze",1,49,5,40747.65,8149.53,365,0.0,0.1,0
"WEB00146487","C035901",16,4.5,"Android","Social",35,277191.0,"Platinum",1,82,3,15778.81,5259.6,365,0.0,0.714,1
"WEB00177619","C035907",6,35.2,"iOS","Paid Search",33,497724.0,"Bronze",0,57,4,149561.27,37390.32,365,0.0,0.4,1
"WEB00139195","C035947",13,6.0,"Android","Organic",66,665991.0,"Platinum",1,20,5,6872.86,1374.57,365,0.5,0.5,1
"WEB00163989","C035958",6,3.8,"iOS","Organic",33,806927.0,"Silver",1,37,7,200677.84,28668.26,365,0.0,0.4,0
"WEB00161477","C035958",9,13.2,"Tablet","Direct",33,806927.0,"Silver",1,37,7,200677.84,28668.26,365,0.0,0.4,0
"WEB00157413","C035958",5,16.7,"Android","Organic",33,806927.0,"Silver",1,37,7,200677.84,28668.26,365,0.0,0.4,1
"WEB00171385","C035991",9,7.6,"Desktop","Paid Search",33,887344.0,"Bronze",0,30,7,286046.98,40863.85,365,0.0,0.364,0
"WEB00163844","C035999",8,3.8,"Desktop","Paid Search",34,0.0,"Silver",1,71,6,218819.8,36469.97,365,0.0,0.333,1
"WEB00199190","C036034",5,6.0,"Android","Direct",18,470420.0,"Gold",0,119,7,186795.93,26685.13,365,0.0,0.5,0
"WEB00136097","C036034",8,4.3,"Android","Paid Search",18,470420.0,"Gold",0,119,7,186795.93,26685.13,365,0.0,0.5,1
"WEB00187440","C036041",7,9.1,"Android","Paid Search",35,924688.0,"Silver",1,48,4,50299.13,12574.78,365,0.0,0.4,1
"WEB00183071","C036041",4,4.8,"iOS","",35,924688.0,"Silver",1,48,4,50299.13,12574.78,365,0.0,0.4,0
"WEB00179562","C036043",10,21.3,"iOS","Direct",29,244013.0,"Bronze",0,100,4,46774.51,11693.63,365,0.0,0.0,0
"WEB00140908","C036043",6,5.0,"iOS","",29,244013.0,"Bronze",0,100,4,46774.51,11693.63,365,0.0,0.0,0
"WEB00193556","C036082",4,6.9,"Android","Paid Search",44,1210128.0,"Bronze",1,72,8,313915.24,39239.41,365,0.0,0.2,1
"WEB00175857","C036136",11,18.4,"iOS","Referral",47,387853.0,"Bronze",0,65,9,191600.18,21288.91,365,0.0,0.5,1
"WEB00140132","C036174",8,10.4,"iOS","Direct",34,1012656.0,"Silver",0,116,4,18420.89,4605.22,365,0.333,0.286,0
"WEB00192319","C036197",9,7.8,"Android","Social",43,1568004.0,"Bronze",0,75,3,18240.97,6080.32,365,0.0,0.429,1
